pd_AggregateReef,pd_AggregatedPatchReefs,pd_SandwithScatteredCoralandRock,pd_Seagrass,pland_AggregateReef,pland_AggregatedPatchReefs,pland_SandwithScatteredCoralandRock,pland_Seagrass,SitePlot,mpa_distance,mang,land,inlet
125.2258465,31.30646161,313.0646161,31.30646161,9.443873473,34.70937536,17.80290054,24.59746489,M0871,2023.095933,277.7870617,99.54223754,1309.879645
125.2902299,31.32255748,250.5804599,31.32255748,9.922879177,32.93916024,15.37275064,23.93601828,M0872,2016.430335,285.0246349,91.21402935,1300.076481
31.37453472,31.37453472,62.74906943,156.8726736,19.82719158,64.71160449,0.62371252,3.433279927,T0405,655.207963,1397.157592,292.5451248,497.6915257
31.3404612,31.3404612,125.3618448,94.0213836,21.86338954,57.13632466,1.86338954,6.196056016,T0406,644.0775675,1388.723486,298.4768318,496.6154785
31.37992152,31.37992152,125.5196861,62.75984304,24.48348881,48.56063641,3.010358839,10.22148458,T0407,632.0917365,1377.37675,304.065799,493.6110677
62.64511496,31.32255748,125.2902299,62.64511496,27.19223079,40.34847187,3.33618966,14.77863468,T0408,620.5868729,1367.213091,310.3808554,491.7943769
0,31.32076823,31.32076823,0,0,95.91568605,3.895807152,0,T0114,752.9818975,1426.567486,218.9507784,469.8701721
0,31.31719035,31.31719035,0,0,93.85423806,6.145761937,0,T0115,771.5328687,1432.619444,207.0498778,466.4958732
0,31.30824923,31.30824923,0,0,94.67252898,5.327471022,0,T0116,761.1740471,1439.259154,222.3360541,479.0414147
31.38351375,31.38351375,0,31.38351375,3.342682159,90.52143552,0,1.505351726,T2009,710.3146184,1412.261501,248.5214212,479.0214005
31.302887,31.302887,0,31.302887,2.369262389,90.72276776,0,1.918246175,T2010,716.4574931,1402.988388,235.8573062,465.8579015
31.32255748,31.32255748,31.32255748,62.64511496,0.799771494,95.43558983,0.302770637,0.319908598,T2011,733.4780889,1410.882368,225.0292729,464.1859394
31.302887,31.302887,31.302887,31.302887,0.719342316,94.11395296,0.165562914,0.936286823,T2012,732.6179786,1398.717592,216.9671848,452.0535508
62.7670275,94.15054125,125.534055,0,5.019747009,68.25596703,5.964169195,0,T2234,996.906673,1305.202366,264.0297221,568.5051357
62.65227318,125.3045464,156.6306829,31.32613659,5.890418785,65.54304976,5.804719191,0.765583043,T2235,988.9707104,1314.22274,273.164208,578.0687781
62.64869387,125.2973877,156.6217347,31.32434693,6.735603291,60.55758684,6.050045704,2.719378428,T2236,995.4556515,1309.507395,290.3618835,595.2682536
62.74906943,94.12360415,156.8726736,31.37453472,5.607690547,64.72304875,5.413138018,1.499198901,T2233,1001.956081,1301.694594,282.0648935,586.6431254
31.38890364,31.38890364,31.38890364,0,0.904511106,94.29814518,4.574078315,0,T2345,793.3627208,1393.535706,153.5067789,413.386264
31.34942074,62.69884148,31.34942074,0,3.613493425,84.40251572,6.918238994,0,T2346,831.499275,1407.504929,130.6307159,410.1811141
31.32076823,31.32076823,31.32076823,0,2.336341826,90.02056438,5.69519022,0,T2347,811.6550756,1398.953055,140.69463,410.1375139
31.33508794,31.33508794,62.67017587,31.33508794,2.537432849,86.24985713,3.434678249,0.222882615,T2348,813.0230941,1378.029325,121.7523357,386.7889537
31.30646161,31.30646161,93.91938484,0,5.93239694,83.53888318,6.400593811,0,T2429,931.6185947,1371.42934,257.6735601,560.8012854
31.33508794,31.33508794,156.6754397,0,5.937821465,77.02023088,5.657789462,0,T2430,943.9517422,1360.037633,268.8072966,572.6956592
31.33687882,31.33687882,125.3475153,0,5.938160828,77.54472195,5.555238041,0,T2431,949.993512,1352.40168,253.5090771,558.0021106
62.62722658,31.31361329,125.2544532,0,5.985151342,79.91433467,5.790976585,0,T2432,947.5178826,1353.9722,239.7599293,544.3148122
62.63795838,125.2759168,125.2759168,0,5.637744902,70.15479522,5.87193694,0,T2641,990.4500689,1310.988756,251.6616579,556.2219333
62.70959784,94.06439676,188.1287935,0,6.684965975,72.25939269,4.837879568,0,T2642,982.3412647,1318.614188,238.0490623,542.7501485
62.62365013,156.5591253,62.62365013,0,7.812232311,75.6324596,5.476557592,0,T2643,961.3146498,1339.403772,221.1408143,526.172716
125.3833452,31.34583631,62.69167262,0,9.678710268,78.53876058,6.871712783,0,T2644,947.3890171,1353.33283,203.1783155,508.0949374
31.36556082,94.09668246,156.8278041,125.4622433,28.22492992,13.92940907,3.992906584,40.75281734,T3501,585.9570594,1210.112339,227.4273512,390.4344104
31.31182506,62.62365013,156.5591253,62.62365013,29.31871395,22.94557707,4.825538233,30.74638798,T3502,558.8787123,1222.665462,223.4678088,421.0153641
31.30646161,62.61292323,156.5323081,62.61292323,27.28674203,20.81763161,3.625670892,37.01039169,T3503,573.3896784,1204.24093,216.1112566,397.3812471
31.30824923,62.61649845,156.5412461,62.61649845,28.27613773,21.78952778,4.408153943,33.97476161,T3504,566.9112082,1212.084033,218.8049719,407.6992186
31.31540172,31.31540172,31.31540172,0,0.593980239,91.80992632,7.596093438,0,T3717,799.0739374,1467.550874,216.3926879,490.7227169
31.37094454,31.37094454,31.37094454,0,2.105504062,90.28492963,7.609566312,0,T3718,814.5729933,1472.678107,209.2351752,489.1050506
31.29752661,62.59505322,31.29752661,0,0.06849706,92.33974542,7.59175752,0,T3719,783.0113202,1464.593289,226.8457457,495.3229108
0,31.31897919,31.31897919,0,0,92.4887188,7.511281202,0,T3720,780.5407833,1451.675924,216.4989313,482.4658122
62.74547905,125.4909581,125.4909581,31.37273953,6.608685701,54.55741832,5.916347199,5.481489958,T3937,982.9275257,1326.24001,312.8484493,617.793752
62.63080344,125.2616069,125.2616069,31.31540172,4.90033697,51.10514592,5.871266206,7.676052316,T3938,989.5528702,1322.898429,324.3157297,635.9125142
93.93011113,125.2401482,156.5501852,31.31003704,5.881681133,57.52055733,6.013019644,4.728186386,T3939,1002.852715,1304.245572,299.1688576,612.087915
62.66301357,93.99452035,156.6575339,31.33150678,7.074285714,57.78857143,6.674285714,3.685714286,T3940,986.7807359,1319.597236,297.4340763,602.4659178
31.38351375,31.38351375,62.7670275,0,5.946997882,85.94241887,8.110583252,0,T4321,897.6449964,1404.228042,240.2588822,539.5512699
31.39429537,31.39429537,62.78859075,0,5.949040939,85.70283424,8.348124821,0,T4322,887.1968898,1413.948672,226.4356834,524.5824209
62.61292323,31.30646161,31.30646161,0,5.955235811,86.45083933,7.5939248600000004,0,T4323,882.2614225,1418.44472,209.8412402,507.4617579
31.33687882,31.33687882,62.67375764,0,5.938160828,86.25478653,7.767045779,0,T4324,910.1193232,1391.443289,235.7538597,536.9509266
31.37453472,31.37453472,62.74906943,0,5.945296407,85.69466697,8.360036622,0,T4525,883.2841613,1418.885892,244.0967919,541.3784593
31.30467421,31.30467421,62.60934841,0,5.932058236,86.16043391,7.90750785,0,T4526,898.3000085,1404.884511,256.4257572,555.4972712
31.33329726,31.33329726,62.66659452,0,5.937482142,86.72495571,7.337562146,0,T4527,912.5465806,1390.226149,252.6188247,553.7600984
31.31182506,31.31182506,62.62365013,0,5.933413283,85.99166238,8.074924333,0,T4528,885.3476736,1418.076381,258.4588696,555.791381
