site,transect,point,x,y,z
M74-95-2021,0,0,5.875996854,7.005372256,-5.011984503
M74-95-2021,0,1,5.869896011,6.894428763,-4.963129299
M74-95-2021,0,2,5.863795168,6.78348527,-4.943980407
M74-95-2021,0,3,5.857694325,6.672541776,-4.943980407
M74-95-2021,0,4,5.851593482,6.561598283,-4.965957214
M74-95-2021,0,5,5.845492639,6.450654789,-4.972493433
M74-95-2021,0,6,5.839391796,6.339711296,-5.001541653
M74-95-2021,0,7,5.833290953,6.228767803,-5.014934742
M74-95-2021,0,8,5.82719011,6.117824309,-4.992314159
M74-95-2021,0,9,5.821089267,6.006880816,-4.948864702
M74-95-2021,0,10,5.814988424,5.895937322,-4.937120405
M74-95-2021,0,11,5.808887581,5.784993829,-4.940793242
M74-95-2021,0,12,5.802786738,5.674050336,-4.936028257
M74-95-2021,0,13,5.796685895,5.563106842,-4.935813198
M74-95-2021,0,14,5.790585052,5.452163349,-4.928479507
M74-95-2021,0,15,5.784484209,5.341219855,-4.867819352
M74-95-2021,0,16,5.778383366,5.230276362,-4.88100289
M74-95-2021,0,17,5.772282523,5.119332869,-4.88100289
M74-95-2021,0,18,5.76618168,5.008389375,-4.894248945
M74-95-2021,0,19,5.760080837,4.897445882,-4.892999083
M74-95-2021,0,20,5.753979994,4.786502388,-4.902507876
M74-95-2021,0,21,5.747879151,4.675558895,-4.891128742
M74-95-2021,0,22,5.741778308,4.564615402,-4.903539243
M74-95-2021,0,23,5.735677465,4.453671908,-4.934134171
M74-95-2021,0,24,5.729576622,4.342728415,-4.859094624
M74-95-2021,0,25,5.723475779,4.231784921,-4.859094624
M74-95-2021,0,26,5.717374936,4.120841428,-4.901069594
M74-95-2021,0,27,5.711274093,4.009897935,-4.906091969
M74-95-2021,0,28,5.70517325,3.898954441,-4.903642501
M74-95-2021,0,29,5.699072407,3.788010948,-4.904615993
M74-95-2021,0,30,5.692971564,3.677067454,-4.902690453
M74-95-2021,0,31,5.686870721,3.566123961,-4.887734503
M74-95-2021,0,32,5.680769878,3.455180468,-4.806641967
M74-95-2021,0,33,5.674669035,3.344236974,-4.752719902
M74-95-2021,0,34,5.668568192,3.233293481,-4.756251971
M74-95-2021,0,35,5.662467349,3.122349987,-4.787838971
M74-95-2021,0,36,5.656366506,3.011406494,-4.887951541
M74-95-2021,0,37,5.650265663,2.900463001,-4.8393428
M74-95-2021,0,38,5.64416482,2.789519507,-4.727844665
M74-95-2021,0,39,5.638063977,2.678576014,-4.785255105
M74-95-2021,0,40,5.631963134,2.56763252,-4.801969405
M74-95-2021,0,41,5.625862291,2.456689027,-4.817477858
M74-95-2021,0,42,5.619761448,2.345745534,-4.770820361
M74-95-2021,0,43,5.613660605,2.23480204,-4.659785981
M74-95-2021,0,44,5.607559762,2.123858547,-4.592353539
M74-95-2021,0,45,5.601458919,2.012915054,-4.568627743
M74-95-2021,0,46,5.595358076,1.90197156,-4.582807401
M74-95-2021,0,47,5.589257233,1.791028067,-4.596503908
M74-95-2021,0,48,5.58315639,1.680084573,-4.596503908
M74-95-2021,0,49,5.577055547,1.56914108,-4.618876644
M74-95-2021,0,50,5.570954704,1.458197587,-4.444651933
M74-95-2021,0,51,5.564853861,1.347254093,-4.421917664
M74-95-2021,0,52,5.558753018,1.2363106,-4.419550956
M74-95-2021,0,53,5.552652175,1.125367106,-4.434481053
M74-95-2021,0,54,5.546551332,1.014423613,-4.562101369
M74-95-2021,0,55,5.540450489,0.90348012,-4.580610382
M74-95-2021,0,56,5.534349646,0.792536626,-4.662979558
M74-95-2021,0,57,5.528248803,0.681593133,-4.698677806
M74-95-2021,0,58,5.52214796,0.570649639,-4.698772315
M74-95-2021,0,59,5.516047117,0.459706146,-4.697714475
M74-95-2021,0,60,5.509946274,0.348762653,-4.660628609
M74-95-2021,0,61,5.503845431,0.237819159,-4.586335424
M74-95-2021,0,62,5.497744588,0.126875666,-4.635035442
M74-95-2021,0,63,5.491643745,0.015932172,-4.583756502
M74-95-2021,0,64,5.485542902,-0.095011321,-4.549854571
M74-95-2021,0,65,5.479442059,-0.205954814,-4.467044953
M74-95-2021,0,66,5.473341216,-0.316898308,-4.447711664
M74-95-2021,0,67,5.467240373,-0.427841801,-4.429337294
M74-95-2021,0,68,5.46113953,-0.538785295,-4.334954175
M74-95-2021,0,69,5.455038687,-0.649728788,-4.340155583
M74-95-2021,0,70,5.448937844,-0.760672281,-4.362651458
M74-95-2021,0,71,5.442837001,-0.871615775,-4.389713881
M74-95-2021,0,72,5.436736158,-0.982559268,-4.453230239
M74-95-2021,0,73,5.430635315,-1.093502762,-4.524160574
M74-95-2021,0,74,5.424534472,-1.204446255,-4.566881511
M74-95-2021,0,75,5.418433628,-1.315389748,-4.566881511
M74-95-2021,0,76,5.412332785,-1.426333242,-4.5878646
M74-95-2021,0,77,5.406231942,-1.537276735,-4.584140206
M74-95-2021,0,78,5.400131099,-1.648220229,-4.583231462
M74-95-2021,0,79,5.394030256,-1.759163722,-4.596945646
M74-95-2021,0,80,5.387929413,-1.870107215,-4.613047607
M74-95-2021,0,81,5.38182857,-1.981050709,-4.616561926
M74-95-2021,0,82,5.375727727,-2.091994202,-4.588599434
M74-95-2021,0,83,5.369626884,-2.202937696,-4.562444078
M74-95-2021,0,84,5.363526041,-2.313881189,-4.505106382
M74-95-2021,0,85,5.357425198,-2.424824682,-4.504747461
M74-95-2021,0,86,5.351324355,-2.535768176,-4.505406587
M74-95-2021,0,87,5.345223512,-2.646711669,-4.51054564
M74-95-2021,0,88,5.339122669,-2.757655163,-4.459347288
M74-95-2021,0,89,5.333021826,-2.868598656,-4.390261426
M74-95-2021,0,90,5.326920983,-2.979542149,-4.390261426
M74-95-2021,0,91,5.32082014,-3.090485643,-4.337797441
M74-95-2021,0,92,5.314719297,-3.201429136,-4.325024336
M74-95-2021,0,93,5.308618454,-3.312372629,-4.343609579
M74-95-2021,0,94,5.302517611,-3.423316123,-4.334753575
M74-95-2021,0,95,5.296416768,-3.534259616,-4.351907527
M74-95-2021,0,96,5.290315925,-3.64520311,-4.309211433
M74-95-2021,0,97,5.284215082,-3.756146603,-4.296638251
M74-95-2021,0,98,5.278114239,-3.867090096,-4.286298453
M74-95-2021,0,99,5.272013396,-3.97803359,-4.292228389
M74-95-2021,1,0,5.352977528,7.034133373,-4.995110598
M74-95-2021,1,1,5.346876685,6.92318988,-4.99085978
M74-95-2021,1,2,5.340775842,6.812246387,-4.99085978
M74-95-2021,1,3,5.334674999,6.701302893,-4.986990486
M74-95-2021,1,4,5.328574156,6.5903594,-4.997857816
M74-95-2021,1,5,5.322473313,6.479415906,-5.007796424
