site,transect,point,x,y,z
T20-09-2021,0,0,5.769545282,8.141609558,-5.59698031
T20-09-2021,0,1,5.759880633,8.038019017,-5.609542132
T20-09-2021,0,2,5.750215984,7.934428476,-5.609542132
T20-09-2021,0,3,5.740551335,7.830837934,-5.657952143
T20-09-2021,0,4,5.730886685,7.727247393,-5.681832824
T20-09-2021,0,5,5.721222036,7.623656852,-5.691229107
T20-09-2021,0,6,5.711557387,7.520066311,-5.68043789
T20-09-2021,0,7,5.701892738,7.41647577,-5.672998984
T20-09-2021,0,8,5.692228089,7.312885228,-5.672998984
T20-09-2021,0,9,5.682563439,7.209294687,-5.658505162
T20-09-2021,0,10,5.67289879,7.105704146,-5.660480014
T20-09-2021,0,11,5.663234141,7.002113605,-5.650243404
T20-09-2021,0,12,5.653569492,6.898523064,-5.563705535
T20-09-2021,0,13,5.643904842,6.794932522,-5.527175992
T20-09-2021,0,14,5.634240193,6.691341981,-5.566051969
T20-09-2021,0,15,5.624575544,6.58775144,-5.57297999
T20-09-2021,0,16,5.614910895,6.484160899,-5.694280386
T20-09-2021,0,17,5.605246245,6.380570358,-5.718406776
T20-09-2021,0,18,5.595581596,6.276979816,-5.712753184
T20-09-2021,0,19,5.585916947,6.173389275,-5.689372281
T20-09-2021,0,20,5.576252298,6.069798734,-5.689372281
T20-09-2021,0,21,5.566587648,5.966208193,-5.707163779
T20-09-2021,0,22,5.556922999,5.862617651,-5.724094673
T20-09-2021,0,23,5.54725835,5.75902711,-5.723142986
T20-09-2021,0,24,5.537593701,5.655436569,-5.723142986
T20-09-2021,0,25,5.527929052,5.551846028,-5.730055819
T20-09-2021,0,26,5.518264402,5.448255487,-5.643495675
T20-09-2021,0,27,5.508599753,5.344664945,-5.412441633
T20-09-2021,0,28,5.498935104,5.241074404,-5.312575347
T20-09-2021,0,29,5.489270455,5.137483863,-5.305055793
T20-09-2021,0,30,5.479605805,5.033893322,-5.370757791
T20-09-2021,0,31,5.469941156,4.930302781,-5.348405285
T20-09-2021,0,32,5.460276507,4.826712239,-5.287900565
T20-09-2021,0,33,5.450611858,4.723121698,-5.475384704
T20-09-2021,0,34,5.440947208,4.619531157,-5.655878681
T20-09-2021,0,35,5.431282559,4.515940616,-5.648676515
T20-09-2021,0,36,5.42161791,4.412350075,-5.623779226
T20-09-2021,0,37,5.411953261,4.308759533,-5.558934466
T20-09-2021,0,38,5.402288611,4.205168992,-5.200735189
T20-09-2021,0,39,5.392623962,4.101578451,-5.200735189
T20-09-2021,0,40,5.382959313,3.99798791,-5.155911395
T20-09-2021,0,41,5.373294664,3.894397369,-5.067651133
T20-09-2021,0,42,5.363630015,3.790806827,-4.92888524
T20-09-2021,0,43,5.353965365,3.687216286,-4.928280028
T20-09-2021,0,44,5.344300716,3.583625745,-4.887568936
T20-09-2021,0,45,5.334636067,3.480035204,-4.942560869
T20-09-2021,0,46,5.324971418,3.376444662,-4.917153209
T20-09-2021,0,47,5.315306768,3.272854121,-5.070489333
T20-09-2021,0,48,5.305642119,3.16926358,-5.117334181
T20-09-2021,0,49,5.29597747,3.065673039,-5.137845767
T20-09-2021,0,50,5.286312821,2.962082498,-5.182678586
T20-09-2021,0,51,5.276648171,2.858491956,-5.401842838
T20-09-2021,0,52,5.266983522,2.754901415,-5.410000323
T20-09-2021,0,53,5.257318873,2.651310874,-5.352714391
T20-09-2021,0,54,5.247654224,2.547720333,-5.352714391
T20-09-2021,0,55,5.237989574,2.444129792,-5.359808759
T20-09-2021,0,56,5.228324925,2.34053925,-5.456650273
T20-09-2021,0,57,5.218660276,2.236948709,-5.456650273
T20-09-2021,0,58,5.208995627,2.133358168,-5.494976436
T20-09-2021,0,59,5.199330978,2.029767627,-5.531222619
T20-09-2021,0,60,5.189666328,1.926177086,-5.381293572
T20-09-2021,0,61,5.180001679,1.822586544,-5.381987321
T20-09-2021,0,62,5.17033703,1.718996003,-5.381987321
T20-09-2021,0,63,5.160672381,1.615405462,-5.420338697
T20-09-2021,0,64,5.151007731,1.511814921,-5.407934412
T20-09-2021,0,65,5.141343082,1.408224379,-5.125776625
T20-09-2021,0,66,5.131678433,1.304633838,-5.059559977
T20-09-2021,0,67,5.122013784,1.201043297,-4.892997651
T20-09-2021,0,68,5.112349134,1.097452756,-4.737598843
