site,transect,point,x,y,z
T24-32-2021,0,0,-11.39974766,-7.037655641,-6.684854333
T24-32-2021,0,1,-11.41812637,-6.932174082,-6.724540583
T24-32-2021,0,2,-11.43650507,-6.826692522,-6.728960417
T24-32-2021,0,3,-11.45488378,-6.721210963,-6.709803548
T24-32-2021,0,4,-11.47326249,-6.615729403,-6.710043777
T24-32-2021,0,5,-11.4916412,-6.510247843,-6.73508978
T24-32-2021,0,6,-11.51001991,-6.404766284,-6.673926466
T24-32-2021,0,7,-11.52839861,-6.299284724,-6.60335256
T24-32-2021,0,8,-11.54677732,-6.193803165,-6.586757971
T24-32-2021,0,9,-11.56515603,-6.088321605,-6.566824249
T24-32-2021,0,10,-11.58353474,-5.982840045,-6.483658845
T24-32-2021,0,11,-11.60191344,-5.877358486,-6.465795375
T24-32-2021,0,12,-11.62029215,-5.771876926,-6.466867061
T24-32-2021,0,13,-11.63867086,-5.666395367,-6.468198587
T24-32-2021,0,14,-11.65704957,-5.560913807,-6.305013657
T24-32-2021,0,15,-11.67542828,-5.455432247,-6.253437747
T24-32-2021,0,16,-11.69380698,-5.349950688,-6.253437747
T24-32-2021,0,17,-11.71218569,-5.244469128,-6.288193681
T24-32-2021,0,18,-11.7305644,-5.138987569,-6.296455576
T24-32-2021,0,19,-11.74894311,-5.033506009,-6.283552799
T24-32-2021,0,20,-11.76732181,-4.92802445,-5.900776314
T24-32-2021,0,21,-11.78570052,-4.82254289,-5.869674283
T24-32-2021,0,22,-11.80407923,-4.71706133,-5.887543307
T24-32-2021,0,23,-11.82245794,-4.611579771,-6.048300629
T24-32-2021,0,24,-11.84083664,-4.506098211,-6.249963202
T24-32-2021,0,25,-11.85921535,-4.400616652,-6.039923166
T24-32-2021,0,26,-11.87759406,-4.295135092,-6.014346053
T24-32-2021,0,27,-11.89597277,-4.189653532,-6.023415853
T24-32-2021,0,28,-11.91435148,-4.084171973,-6.191926441
T24-32-2021,0,29,-11.93273018,-3.978690413,-6.187703345
T24-32-2021,0,30,-11.95110889,-3.873208854,-6.209027224
T24-32-2021,0,31,-11.9694876,-3.767727294,-6.042821401
T24-32-2021,0,32,-11.98786631,-3.662245734,-5.969685038
T24-32-2021,0,33,-12.00624501,-3.556764175,-5.958083925
T24-32-2021,0,34,-12.02462372,-3.451282615,-5.923465813
T24-32-2021,0,35,-12.04300243,-3.345801056,-5.917087506
T24-32-2021,0,36,-12.06138114,-3.240319496,-5.946095594
T24-32-2021,0,37,-12.07975985,-3.134837936,-6.022613085
T24-32-2021,0,38,-12.09813855,-3.029356377,-5.993129365
T24-32-2021,0,39,-12.11651726,-2.923874817,-5.973611699
T24-32-2021,0,40,-12.13489597,-2.818393258,-5.93220491
T24-32-2021,0,41,-12.15327468,-2.712911698,-5.853057566
T24-32-2021,0,42,-12.17165338,-2.607430138,-5.786623927
T24-32-2021,0,43,-12.19003209,-2.501948579,-5.739004163
T24-32-2021,0,44,-12.2084108,-2.396467019,-5.737776264
T24-32-2021,0,45,-12.22678951,-2.29098546,-5.737776264
T24-32-2021,0,46,-12.24516822,-2.1855039,-5.747912609
T24-32-2021,0,47,-12.26354692,-2.08002234,-5.723620748
T24-32-2021,0,48,-12.28192563,-1.974540781,-5.723620748
T24-32-2021,0,49,-12.30030434,-1.869059221,-5.697984672
T24-32-2021,0,50,-12.31868305,-1.763577662,-5.67019889
T24-32-2021,0,51,-12.33706175,-1.658096102,-5.724873318
T24-32-2021,0,52,-12.35544046,-1.552614543,-5.687822766
T24-32-2021,0,53,-12.37381917,-1.447132983,-5.660770587
T24-32-2021,0,54,-12.39219788,-1.341651423,-5.596718439
T24-32-2021,0,55,-12.41057658,-1.236169864,-5.61232534
T24-32-2021,0,56,-12.42895529,-1.130688304,-5.474133196
T24-32-2021,0,57,-12.447334,-1.025206745,-5.457561992
T24-32-2021,0,58,-12.46571271,-0.919725185,-5.319895022
T24-32-2021,0,59,-12.48409142,-0.814243625,-5.286618633
T24-32-2021,0,60,-12.50247012,-0.708762066,-5.286618633
T24-32-2021,0,61,-12.52084883,-0.603280506,-5.353973094
T24-32-2021,0,62,-12.53922754,-0.497798947,-5.274939997
T24-32-2021,0,63,-12.55760625,-0.392317387,-5.220883499
T24-32-2021,0,64,-12.57598495,-0.286835827,-5.220883499
T24-32-2021,0,65,-12.59436366,-0.181354268,-5.231141044
T24-32-2021,0,66,-12.61274237,-0.075872708,-5.07622545
T24-32-2021,0,67,-12.63112108,0.029608851,-5.071248247
T24-32-2021,0,68,-12.64949979,0.135090411,-4.991440874
T24-32-2021,0,69,-12.66787849,0.240571971,-4.99792903
T24-32-2021,0,70,-12.6862572,0.34605353,-4.976386525
T24-32-2021,0,71,-12.70463591,0.45153509,-4.962057241
T24-32-2021,0,72,-12.72301462,0.557016649,-4.966285248
T24-32-2021,0,73,-12.74139332,0.662498209,-4.947542845
T24-32-2021,0,74,-12.75977203,0.767979769,-4.947542845
T24-32-2021,0,75,-12.77815074,0.873461328,-4.895128368
T24-32-2021,0,76,-12.79652945,0.978942888,-4.733414794
T24-32-2021,0,77,-12.81490816,1.084424447,-4.696451578
T24-32-2021,0,78,-12.83328686,1.189906007,-4.638837051
T24-32-2021,0,79,-12.85166557,1.295387567,-4.660976198
T24-32-2021,0,80,-12.87004428,1.400869126,-4.602043187
T24-32-2021,0,81,-12.88842299,1.506350686,-4.505120238
T24-32-2021,0,82,-12.90680169,1.611832245,-3.983555009
T24-32-2021,0,83,-12.9251804,1.717313805,-3.893497699
T24-32-2021,0,84,-12.94355911,1.822795364,-3.92201139
T24-32-2021,0,85,-12.96193782,1.928276924,-3.820651014
T24-32-2021,0,86,-12.98031652,2.033758484,-3.830553284
T24-32-2021,0,87,-12.99869523,2.139240043,-3.830553284
T24-32-2021,0,88,-13.01707394,2.244721603,-3.805580627
T24-32-2021,0,89,-13.03545265,2.350203162,-3.805580627
T24-32-2021,0,90,-13.05383136,2.455684722,-3.496545782
T24-32-2021,0,91,-13.07221006,2.561166282,-3.496545782
T24-32-2021,0,92,-13.09058877,2.666647841,-4.035753555
T24-32-2021,0,93,-13.10896748,2.772129401,-4.340421067
T24-32-2021,0,94,-13.12734619,2.87761096,-3.513358944
T24-32-2021,0,95,-13.14572489,2.98309252,-3.570727665
T24-32-2021,0,96,-13.1641036,3.08857408,-4.285271704
T24-32-2021,0,97,-13.18248231,3.194055639,-4.285271704
T24-32-2021,0,98,-13.20086102,3.299537199,-4.247049758
T24-32-2021,0,99,-13.21923973,3.405018758,-4.211874637
T24-32-2021,1,0,-10.90247745,-6.951013162,-6.775324758
T24-32-2021,1,1,-10.92085616,-6.845531602,-6.775324758
T24-32-2021,1,2,-10.93923487,-6.740050043,-6.970496681
T24-32-2021,1,3,-10.95761357,-6.634568483,-6.844463535
T24-32-2021,1,4,-10.97599228,-6.529086924,-6.832893069
T24-32-2021,1,5,-10.99437099,-6.423605364,-6.77736131
T24-32-2021,1,6,-11.0127497,-6.318123804,-6.707995878
T24-32-2021,1,7,-11.0311284,-6.212642245,-6.707101917
T24-32-2021,1,8,-11.04950711,-6.107160685,-6.738165566
T24-32-2021,1,9,-11.06788582,-6.001679126,-6.774343803
T24-32-2021,1,10,-11.08626453,-5.896197566,-6.752608752
T24-32-2021,1,11,-11.10464323,-5.790716006,-6.457328533
T24-32-2021,1,12,-11.12302194,-5.685234447,-6.441342669
T24-32-2021,1,13,-11.14140065,-5.579752887,-6.428318491
T24-32-2021,1,14,-11.15977936,-5.474271328,-6.428318491
T24-32-2021,1,15,-11.17815807,-5.368789768,-6.403049586
T24-32-2021,1,16,-11.19653677,-5.263308209,-6.52596431
T24-32-2021,1,17,-11.21491548,-5.157826649,-6.534615926
T24-32-2021,1,18,-11.23329419,-5.052345089,-6.521483581
T24-32-2021,1,19,-11.2516729,-4.94686353,-6.52112894
T24-32-2021,1,20,-11.2700516,-4.84138197,-6.545369387
T24-32-2021,1,21,-11.28843031,-4.735900411,-6.13738453
T24-32-2021,1,22,-11.30680902,-4.630418851,-6.179697647
T24-32-2021,1,23,-11.32518773,-4.524937291,-6.260139598
T24-32-2021,1,24,-11.34356644,-4.419455732,-6.222758268
T24-32-2021,1,25,-11.36194514,-4.313974172,-6.207943844
T24-32-2021,1,26,-11.38032385,-4.208492613,-6.197697903
T24-32-2021,1,27,-11.39870256,-4.103011053,-6.176010446
T24-32-2021,1,28,-11.41708127,-3.997529493,-6.190134612
T24-32-2021,1,29,-11.43545997,-3.892047934,-6.20544708
T24-32-2021,1,30,-11.45383868,-3.786566374,-6.223208685
T24-32-2021,1,31,-11.47221739,-3.681084815,-6.123538508
T24-32-2021,1,32,-11.4905961,-3.575603255,-6.122764339
T24-32-2021,1,33,-11.50897481,-3.470121695,-6.122764339
T24-32-2021,1,34,-11.52735351,-3.364640136,-6.175607101
T24-32-2021,1,35,-11.54573222,-3.259158576,-6.180114304
T24-32-2021,1,36,-11.56411093,-3.153677017,-6.123996358
T24-32-2021,1,37,-11.58248964,-3.048195457,-6.123996358
T24-32-2021,1,38,-11.60086834,-2.942713897,-6.033708452
T24-32-2021,1,39,-11.61924705,-2.837232338,-6.025263181
T24-32-2021,1,40,-11.63762576,-2.731750778,-6.028030166
T24-32-2021,1,41,-11.65600447,-2.626269219,-5.995704782
T24-32-2021,1,42,-11.67438317,-2.520787659,-6.008738995
T24-32-2021,1,43,-11.69276188,-2.415306099,-5.978029734
T24-32-2021,1,44,-11.71114059,-2.30982454,-5.941590314
T24-32-2021,1,45,-11.7295193,-2.20434298,-5.780420323
T24-32-2021,1,46,-11.74789801,-2.098861421,-5.761506584
T24-32-2021,1,47,-11.76627671,-1.993379861,-5.689289173
T24-32-2021,1,48,-11.78465542,-1.887898302,-5.648096134
T24-32-2021,1,49,-11.80303413,-1.782416742,-5.644244788
T24-32-2021,1,50,-11.82141284,-1.676935182,-5.573805662
T24-32-2021,1,51,-11.83979154,-1.571453623,-5.558178331
T24-32-2021,1,52,-11.85817025,-1.465972063,-5.486012095
T24-32-2021,1,53,-11.87654896,-1.360490504,-5.449136327
T24-32-2021,1,54,-11.89492767,-1.255008944,-5.442133742
T24-32-2021,1,55,-11.91330638,-1.149527384,-5.432379372
T24-32-2021,1,56,-11.93168508,-1.044045825,-5.432379372
T24-32-2021,1,57,-11.95006379,-0.938564265,-5.10130762
T24-32-2021,1,58,-11.9684425,-0.833082706,-5.021515144
T24-32-2021,1,59,-11.98682121,-0.727601146,-4.822487364
T24-32-2021,1,60,-12.00519991,-0.622119586,-4.649386505
T24-32-2021,1,61,-12.02357862,-0.516638027,-4.833906915
T24-32-2021,1,62,-12.04195733,-0.411156467,-4.673317325
T24-32-2021,1,63,-12.06033604,-0.305674908,-4.604889354
T24-32-2021,1,64,-12.07871475,-0.200193348,-4.595844944
T24-32-2021,1,65,-12.09709345,-0.094711788,-4.595844944
T24-32-2021,1,66,-12.11547216,0.010769771,-4.682272256
T24-32-2021,1,67,-12.13385087,0.116251331,-4.713600824
T24-32-2021,1,68,-12.15222958,0.22173289,-5.175286019
T24-32-2021,1,69,-12.17060828,0.32721445,-5.17110003
T24-32-2021,1,70,-12.18898699,0.43269601,-5.152821327
T24-32-2021,1,71,-12.2073657,0.538177569,-4.739093828
T24-32-2021,1,72,-12.22574441,0.643659129,-4.739093828
T24-32-2021,1,73,-12.24412311,0.749140688,-4.747298764
T24-32-2021,1,74,-12.26250182,0.854622248,-4.43009942
T24-32-2021,1,75,-12.28088053,0.960103808,-4.274083728
T24-32-2021,1,76,-12.29925924,1.065585367,-4.202887565
T24-32-2021,1,77,-12.31763795,1.171066927,-4.240268271
T24-32-2021,1,78,-12.33601665,1.276548486,-4.316055363
T24-32-2021,1,79,-12.35439536,1.382030046,-4.27120165
T24-32-2021,1,80,-12.37277407,1.487511605,-4.255667424
T24-32-2021,1,81,-12.39115278,1.592993165,-4.123404762
T24-32-2021,1,82,-12.40953148,1.698474725,-3.910138424
T24-32-2021,1,83,-12.42791019,1.803956284,-3.848758092
T24-32-2021,1,84,-12.4462889,1.909437844,-3.825927147
T24-32-2021,1,85,-12.46466761,2.014919403,-3.74122231
T24-32-2021,1,86,-12.48304632,2.120400963,-3.789844258
T24-32-2021,1,87,-12.50142502,2.225882523,-3.694949006
T24-32-2021,1,88,-12.51980373,2.331364082,-3.675940137
T24-32-2021,1,89,-12.53818244,2.436845642,-3.36444491
T24-32-2021,1,90,-12.55656115,2.542327201,-3.680337209
T24-32-2021,1,91,-12.57493985,2.647808761,-3.679133112
