site,transect,point,x,y,z
M10-82-2021,0,0,7.2652759605327075,-4.592424747,-5.201545937
M10-82-2021,0,1,7.160633613236592,-4.597116508,-5.200668944
M10-82-2021,0,2,7.055991265940475,-4.601808268,-5.200475891
M10-82-2021,0,3,6.951348918644359,-4.606500029,-5.203697449
M10-82-2021,0,4,6.846706571348243,-4.61119179,-5.184381077
M10-82-2021,0,5,6.742064224052126,-4.61588355,-5.170978004
M10-82-2021,0,6,6.637421877,-4.620575311,-5.176612083
M10-82-2021,0,7,6.532779529459895,-4.625267072,-5.164601353
M10-82-2021,0,8,6.428137182163778,-4.629958832,-5.141225735
M10-82-2021,0,9,6.323494834867661,-4.634650593,-5.157489542
M10-82-2021,0,10,6.218852487571545,-4.639342354,-5.144658061
M10-82-2021,0,11,6.1142101402754285,-4.644034115,-5.135672496
M10-82-2021,0,12,6.009567792979313,-4.648725875,-5.114925332
M10-82-2021,0,13,5.9049254456831965,-4.653417636,-5.105999871
M10-82-2021,0,14,5.800283098,-4.658109397,-5.104197626
M10-82-2021,0,15,5.695640751090964,-4.662801157,-5.099418102
M10-82-2021,0,16,5.590998403794847,-4.667492918,-5.10069244
M10-82-2021,0,17,5.486356056498733,-4.672184679,-5.118972725
M10-82-2021,0,18,5.381713709202615,-4.676876439,-4.993038662
M10-82-2021,0,19,5.277071362,-4.6815682,-4.946550161
M10-82-2021,0,20,5.172429014610383,-4.686259961,-4.946550161
M10-82-2021,0,21,5.067786667314268,-4.690951721,-4.963999258
M10-82-2021,0,22,4.963144320018151,-4.695643482,-5.0918716
M10-82-2021,0,23,4.858501972722036,-4.700335243,-5.099664526
M10-82-2021,0,24,4.7538596254259184,-4.705027003,-5.105461289
M10-82-2021,0,25,4.649217278129802,-4.709718764,-5.105461289
M10-82-2021,0,26,4.5445749308336865,-4.714410525,-5.115737146
M10-82-2021,0,27,4.439932584,-4.719102286,-5.115385322
M10-82-2021,0,28,4.335290236241454,-4.723794046,-5.112145087
M10-82-2021,0,29,4.230647888945338,-4.728485807,-5.10027082
M10-82-2021,0,30,4.126005541649221,-4.733177568,-5.10027082
M10-82-2021,0,31,4.021363194353105,-4.737869328,-5.10242839
M10-82-2021,0,32,3.9167208470569888,-4.742561089,-5.102487597
M10-82-2021,0,33,3.8120784997608723,-4.74725285,-5.120573116
M10-82-2021,0,34,3.707436152464756,-4.75194461,-5.110107515
M10-82-2021,0,35,3.6027938051686403,-4.756636371,-5.105194682
M10-82-2021,0,36,3.4981514578725244,-4.761328132,-5.018932519
M10-82-2021,0,37,3.3935091105764075,-4.766019892,-5.010941671
M10-82-2021,0,38,3.2888667632802915,-4.770711653,-5.007431119
M10-82-2021,0,39,3.184224415984175,-4.775403414,-5.038458376
M10-82-2021,0,40,3.079582069,-4.780095174,-5.05557192
M10-82-2021,0,41,2.9749397213919444,-4.784786935,-5.076743249
M10-82-2021,0,42,2.8702973740958293,-4.789478696,-5.092357095
M10-82-2021,0,43,2.7656550267997138,-4.794170456,-5.077702456
M10-82-2021,0,44,2.6610126795035978,-4.798862217,-5.077702456
M10-82-2021,0,45,2.556370332207482,-4.803553978,-5.055266583
M10-82-2021,0,46,2.451727984911367,-4.808245739,-5.054505631
