site,transect,point,x,y,z
M45-85-2021,0,0,-5.53923013,-2.974813733,-4.977594382
M45-85-2021,0,1,-5.530245077,-2.875218207,-4.989077561
M45-85-2021,0,2,-5.521260024,-2.775622681,-5.006253469
M45-85-2021,0,3,-5.512274971,-2.676027155,-5.01112676
M45-85-2021,0,4,-5.503289918,-2.576431629,-5.004823256
M45-85-2021,0,5,-5.494304865,-2.476836102,-4.998440148
M45-85-2021,0,6,-5.485319812,-2.377240576,-4.967173019
M45-85-2021,0,7,-5.476334759,-2.27764505,-4.961200147
M45-85-2021,0,8,-5.467349706,-2.178049524,-4.988660921
M45-85-2021,0,9,-5.458364653,-2.078453998,-4.971995917
M45-85-2021,0,10,-5.4493796,-1.978858472,-4.939876826
M45-85-2021,0,11,-5.440394547,-1.879262946,-4.94766361
M45-85-2021,0,12,-5.431409494,-1.77966742,-4.96944261
M45-85-2021,0,13,-5.422424441,-1.680071894,-4.96944261
M45-85-2021,0,14,-5.413439388,-1.580476367,-4.968221713
M45-85-2021,0,15,-5.404454335,-1.480880841,-4.920285597
M45-85-2021,0,16,-5.395469282,-1.381285315,-4.914911385
M45-85-2021,0,17,-5.386484229,-1.281689789,-4.919055139
M45-85-2021,0,18,-5.377499176,-1.182094263,-4.956714442
M45-85-2021,0,19,-5.368514122,-1.082498737,-5.042518176
M45-85-2021,0,20,-5.359529069,-0.982903211,-5.053811224
M45-85-2021,0,21,-5.350544016,-0.883307685,-5.07336489
M45-85-2021,0,22,-5.341558963,-0.783712159,-5.074460243
M45-85-2021,0,23,-5.33257391,-0.684116632,-5.07213974
M45-85-2021,0,24,-5.323588857,-0.584521106,-5.071222829
M45-85-2021,0,25,-5.314603804,-0.48492558,-5.071222829
M45-85-2021,0,26,-5.305618751,-0.385330054,-5.079961192
M45-85-2021,0,27,-5.296633698,-0.285734528,-5.097854708
M45-85-2021,0,28,-5.287648645,-0.186139002,-5.09425754
M45-85-2021,0,29,-5.278663592,-0.086543476,-5.085733733
M45-85-2021,0,30,-5.269678539,0.01305205,-5.067314297
M45-85-2021,0,31,-5.260693486,0.112647576,-5.045020882
M45-85-2021,0,32,-5.251708433,0.212243103,-5.022972547
M45-85-2021,0,33,-5.24272338,0.311838629,-5.076911905
M45-85-2021,0,34,-5.233738327,0.411434155,-5.084095974
M45-85-2021,0,35,-5.224753274,0.511029681,-5.07400435
M45-85-2021,0,36,-5.215768221,0.610625207,-5.042736877
M45-85-2021,0,37,-5.206783168,0.710220733,-5.042736877
M45-85-2021,0,38,-5.197798115,0.809816259,-5.053799969
M45-85-2021,0,39,-5.188813062,0.909411785,-5.051040103
M45-85-2021,0,40,-5.179828008,1.009007311,-5.031074414
M45-85-2021,0,41,-5.170842955,1.108602838,-4.964916307
M45-85-2021,0,42,-5.161857902,1.208198364,-4.964916307
M45-85-2021,0,43,-5.152872849,1.30779389,-4.967310406
M45-85-2021,0,44,-5.143887796,1.407389416,-4.968885006
M45-85-2021,0,45,-5.134902743,1.506984942,-4.978179075
M45-85-2021,0,46,-5.12591769,1.606580468,-4.992259166
M45-85-2021,0,47,-5.116932637,1.706175994,-4.88513465
M45-85-2021,0,48,-5.107947584,1.80577152,-4.883744267
M45-85-2021,0,49,-5.098962531,1.905367046,-4.872070623
M45-85-2021,0,50,-5.089977478,2.004962573,-4.773535441
M45-85-2021,0,51,-5.080992425,2.104558099,-4.844146306
M45-85-2021,0,52,-5.072007372,2.204153625,-4.914586437
M45-85-2021,0,53,-5.063022319,2.303749151,-4.956077847
M45-85-2021,0,54,-5.054037266,2.403344677,-4.979390742
M45-85-2021,0,55,-5.045052213,2.502940203,-4.950277256
M45-85-2021,0,56,-5.03606716,2.602535729,-4.941597439
M45-85-2021,0,57,-5.027082107,2.702131255,-4.967517088
M45-85-2021,0,58,-5.018097054,2.801726782,-4.937833148
M45-85-2021,0,59,-5.009112001,2.901322308,-4.965013137
M45-85-2021,0,60,-5.000126948,3.000917834,-4.992795713
M45-85-2021,0,61,-4.991141894,3.10051336,-4.97718563
M45-85-2021,0,62,-4.982156841,3.200108886,-4.97718563
M45-85-2021,0,63,-4.973171788,3.299704412,-5.075895714
M45-85-2021,0,64,-4.964186735,3.399299938,-4.993588335
M45-85-2021,0,65,-4.955201682,3.498895464,-4.993588335
M45-85-2021,0,66,-4.946216629,3.59849099,-5.012888525
M45-85-2021,0,67,-4.937231576,3.698086517,-5.121148668
M45-85-2021,0,68,-4.928246523,3.797682043,-5.120545988
M45-85-2021,0,69,-4.91926147,3.897277569,-5.125707226
M45-85-2021,0,70,-4.910276417,3.996873095,-5.138553588
M45-85-2021,0,71,-4.901291364,4.096468621,-5.12978132
M45-85-2021,0,72,-4.892306311,4.196064147,-5.096809038
M45-85-2021,0,73,-4.883321258,4.295659673,-5.092817687
M45-85-2021,0,74,-4.874336205,4.395255199,-5.073130747
M45-85-2021,0,75,-4.865351152,4.494850725,-5.06593488
M45-85-2021,0,76,-4.856366099,4.594446252,-5.091475353
M45-85-2021,0,77,-4.847381046,4.694041778,-5.099284078
M45-85-2021,0,78,-4.838395993,4.793637304,-5.118349858
M45-85-2021,0,79,-4.82941094,4.89323283,-5.111222127
M45-85-2021,0,80,-4.820425887,4.992828356,-5.105729764
M45-85-2021,0,81,-4.811440834,5.092423882,-5.091796619
M45-85-2021,0,82,-4.80245578,5.192019408,-5.039968786
M45-85-2021,0,83,-4.793470727,5.291614934,-5.081375253
M45-85-2021,0,84,-4.784485674,5.39121046,-5.061106561
M45-85-2021,0,85,-4.775500621,5.490805987,-4.969305092
M45-85-2021,0,86,-4.766515568,5.590401513,-4.962355837
M45-85-2021,0,87,-4.757530515,5.689997039,-4.98158297
M45-85-2021,0,88,-4.748545462,5.789592565,-4.978122821
M45-85-2021,0,89,-4.739560409,5.889188091,-4.953472315
M45-85-2021,0,90,-4.730575356,5.988783617,-4.956123799
M45-85-2021,0,91,-4.721590303,6.088379143,-5.031024406
M45-85-2021,0,92,-4.71260525,6.187974669,-5.025732234
M45-85-2021,0,93,-4.703620197,6.287570195,-5.012892243
M45-85-2021,0,94,-4.694635144,6.387165722,-4.948780874
M45-85-2021,0,95,-4.685650091,6.486761248,-4.888675467
M45-85-2021,0,96,-4.676665038,6.586356774,-4.860263149
M45-85-2021,0,97,-4.667679985,6.6859523,-4.945554892
M45-85-2021,0,98,-4.658694932,6.785547826,-4.950640742
M45-85-2021,0,99,-4.649709879,6.885143352,-5.015225362
M45-85-2021,1,0,-5.069708364,-3.01717184,-4.864890983
M45-85-2021,1,1,-5.060723311,-2.917576314,-4.874472413
M45-85-2021,1,2,-5.051738258,-2.817980788,-4.879209902
M45-85-2021,1,3,-5.042753205,-2.718385262,-4.878199455
M45-85-2021,1,4,-5.033768152,-2.618789736,-4.846861192
M45-85-2021,1,5,-5.024783099,-2.51919421,-4.880024643
M45-85-2021,1,6,-5.015798046,-2.419598684,-4.904961309
M45-85-2021,1,7,-5.006812993,-2.320003157,-4.968102622
M45-85-2021,1,8,-4.99782794,-2.220407631,-4.994957478
M45-85-2021,1,9,-4.988842887,-2.120812105,-4.997356864
M45-85-2021,1,10,-4.979857834,-2.021216579,-4.998310528
M45-85-2021,1,11,-4.970872781,-1.921621053,-5.022864808
M45-85-2021,1,12,-4.961887728,-1.822025527,-4.98238486
M45-85-2021,1,13,-4.952902675,-1.722430001,-4.996327831
M45-85-2021,1,14,-4.943917622,-1.622834475,-4.997759529
M45-85-2021,1,15,-4.934932569,-1.523238949,-4.995213662
M45-85-2021,1,16,-4.925947516,-1.423643422,-5.009907571
M45-85-2021,1,17,-4.916962463,-1.324047896,-5.009907571
M45-85-2021,1,18,-4.90797741,-1.22445237,-5.031608321
M45-85-2021,1,19,-4.898992357,-1.124856844,-5.032996237
M45-85-2021,1,20,-4.890007303,-1.025261318,-5.032996237
M45-85-2021,1,21,-4.88102225,-0.925665792,-5.069315067
M45-85-2021,1,22,-4.872037197,-0.826070266,-5.051717795
M45-85-2021,1,23,-4.863052144,-0.72647474,-5.054991318
M45-85-2021,1,24,-4.854067091,-0.626879214,-5.054991318
M45-85-2021,1,25,-4.845082038,-0.527283687,-5.062528049
M45-85-2021,1,26,-4.836096985,-0.427688161,-5.099337547
M45-85-2021,1,27,-4.827111932,-0.328092635,-5.099337547
M45-85-2021,1,28,-4.818126879,-0.228497109,-5.121946602
M45-85-2021,1,29,-4.809141826,-0.128901583,-5.091535315
M45-85-2021,1,30,-4.800156773,-0.029306057,-5.077707226
M45-85-2021,1,31,-4.79117172,0.070289469,-5.076795737
M45-85-2021,1,32,-4.782186667,0.169884995,-5.074708771
M45-85-2021,1,33,-4.773201614,0.269480521,-5.065800727
M45-85-2021,1,34,-4.764216561,0.369076048,-5.07273546
M45-85-2021,1,35,-4.755231508,0.468671574,-5.001292828
M45-85-2021,1,36,-4.746246455,0.5682671,-4.985253408
M45-85-2021,1,37,-4.737261402,0.667862626,-5.01691598
M45-85-2021,1,38,-4.728276349,0.767458152,-5.011120167
M45-85-2021,1,39,-4.719291296,0.867053678,-5.018869388
M45-85-2021,1,40,-4.710306243,0.966649204,-5.084416869
M45-85-2021,1,41,-4.701321189,1.06624473,-5.068840031
M45-85-2021,1,42,-4.692336136,1.165840256,-5.068840031
M45-85-2021,1,43,-4.683351083,1.265435783,-5.110719908
M45-85-2021,1,44,-4.67436603,1.365031309,-4.970035624
M45-85-2021,1,45,-4.665380977,1.464626835,-4.92674425
M45-85-2021,1,46,-4.656395924,1.564222361,-4.855874175
M45-85-2021,1,47,-4.647410871,1.663817887,-4.855874175
M45-85-2021,1,48,-4.638425818,1.763413413,-4.880893367
M45-85-2021,1,49,-4.629440765,1.863008939,-4.888527401
M45-85-2021,1,50,-4.620455712,1.962604465,-5.023799158
M45-85-2021,1,51,-4.611470659,2.062199991,-4.966713003
M45-85-2021,1,52,-4.602485606,2.161795518,-4.935207409
M45-85-2021,1,53,-4.593500553,2.261391044,-4.974321859
M45-85-2021,1,54,-4.5845155,2.36098657,-5.009076931
M45-85-2021,1,55,-4.575530447,2.460582096,-4.929699939
M45-85-2021,1,56,-4.566545394,2.560177622,-4.929690164
M45-85-2021,1,57,-4.557560341,2.659773148,-5.03330899
M45-85-2021,1,58,-4.548575288,2.759368674,-5.01913132
M45-85-2021,1,59,-4.539590235,2.8589642,-5.00365812
M45-85-2021,1,60,-4.530605182,2.958559727,-5.00365812
M45-85-2021,1,61,-4.521620129,3.058155253,-5.041987708
M45-85-2021,1,62,-4.512635075,3.157750779,-5.038789799
M45-85-2021,1,63,-4.503650022,3.257346305,-5.038789799
M45-85-2021,1,64,-4.494664969,3.356941831,-5.068505371
M45-85-2021,1,65,-4.485679916,3.456537357,-5.068607493
M45-85-2021,1,66,-4.476694863,3.556132883,-5.080796754
M45-85-2021,1,67,-4.46770981,3.655728409,-5.134032775
M45-85-2021,1,68,-4.458724757,3.755323935,-5.134032775
M45-85-2021,1,69,-4.449739704,3.854919462,-5.128417494
M45-85-2021,1,70,-4.440754651,3.954514988,-5.126403532
M45-85-2021,1,71,-4.431769598,4.054110514,-5.136995912
M45-85-2021,1,72,-4.422784545,4.15370604,-5.127865605
M45-85-2021,1,73,-4.413799492,4.253301566,-5.117437937
M45-85-2021,1,74,-4.404814439,4.352897092,-5.107139048
M45-85-2021,1,75,-4.395829386,4.452492618,-5.132259342
M45-85-2021,1,76,-4.386844333,4.552088144,-5.143560948
M45-85-2021,1,77,-4.37785928,4.65168367,-5.151386305
M45-85-2021,1,78,-4.368874227,4.751279197,-5.162725723
M45-85-2021,1,79,-4.359889174,4.850874723,-5.154228983
M45-85-2021,1,80,-4.350904121,4.950470249,-5.155235525
M45-85-2021,1,81,-4.341919068,5.050065775,-5.118278926
M45-85-2021,1,82,-4.332934015,5.149661301,-5.050696258
M45-85-2021,1,83,-4.323948961,5.249256827,-5.049308323
M45-85-2021,1,84,-4.314963908,5.348852353,-5.063948
M45-85-2021,1,85,-4.305978855,5.448447879,-5.121295892
M45-85-2021,1,86,-4.296993802,5.548043405,-5.053716919
M45-85-2021,1,87,-4.288008749,5.647638932,-5.025871292
M45-85-2021,1,88,-4.279023696,5.747234458,-5.018131218
M45-85-2021,1,89,-4.270038643,5.846829984,-5.07549917
M45-85-2021,1,90,-4.26105359,5.94642551,-5.086073356
M45-85-2021,1,91,-4.252068537,6.046021036,-5.086073356
M45-85-2021,1,92,-4.243083484,6.145616562,-5.077563381
M45-85-2021,1,93,-4.234098431,6.245212088,-5.016079762
M45-85-2021,1,94,-4.225113378,6.344807614,-5.016079762
M45-85-2021,1,95,-4.216128325,6.44440314,-5.024949445
M45-85-2021,1,96,-4.207143272,6.543998667,-5.053450425
M45-85-2021,1,97,-4.198158219,6.643594193,-5.031091824
M45-85-2021,1,98,-4.189173166,6.743189719,-4.962290031
M45-85-2021,1,99,-4.180188113,6.842785245,-4.960566668
M45-85-2021,2,0,-4.600186598,-3.059529947,-5.041621111
M45-85-2021,2,1,-4.591201545,-2.959934421,-4.949355274
M45-85-2021,2,2,-4.582216492,-2.860338895,-4.946077609
M45-85-2021,2,3,-4.573231439,-2.760743369,-4.946077609
M45-85-2021,2,4,-4.564246386,-2.661147843,-4.993179801
M45-85-2021,2,5,-4.555261333,-2.561552317,-5.002938523
M45-85-2021,2,6,-4.54627628,-2.461956791,-5.038452736
M45-85-2021,2,7,-4.537291227,-2.362361265,-5.016247752
M45-85-2021,2,8,-4.528306174,-2.262765739,-5.004772319
M45-85-2021,2,9,-4.519321121,-2.163170212,-5.004772319
M45-85-2021,2,10,-4.510336068,-2.063574686,-5.023926261
M45-85-2021,2,11,-4.501351015,-1.96397916,-5.052295362
M45-85-2021,2,12,-4.492365962,-1.864383634,-5.059607211
M45-85-2021,2,13,-4.483380909,-1.764788108,-4.987817627
M45-85-2021,2,14,-4.474395856,-1.665192582,-4.986362593
M45-85-2021,2,15,-4.465410803,-1.565597056,-5.001050725
M45-85-2021,2,16,-4.45642575,-1.46600153,-5.070069109
M45-85-2021,2,17,-4.447440697,-1.366406004,-5.066119751
M45-85-2021,2,18,-4.438455644,-1.266810477,-5.057237797
M45-85-2021,2,19,-4.429470591,-1.167214951,-5.057237797
M45-85-2021,2,20,-4.420485538,-1.067619425,-5.087472013
M45-85-2021,2,21,-4.411500484,-0.968023899,-5.081177105
M45-85-2021,2,22,-4.402515431,-0.868428373,-5.05826755
M45-85-2021,2,23,-4.393530378,-0.768832847,-5.002664586
M45-85-2021,2,24,-4.384545325,-0.669237321,-5.002664586
M45-85-2021,2,25,-4.375560272,-0.569641795,-5.013568542
M45-85-2021,2,26,-4.366575219,-0.470046269,-5.097677231
M45-85-2021,2,27,-4.357590166,-0.370450742,-5.097677231
M45-85-2021,2,28,-4.348605113,-0.270855216,-5.08169238
M45-85-2021,2,29,-4.33962006,-0.17125969,-5.074183434
M45-85-2021,2,30,-4.330635007,-0.071664164,-5.064247616
M45-85-2021,2,31,-4.321649954,0.027931362,-5.064247616
