site,transect,point,x,y,z
M74-93-2021,0,0,-7.592133323,4.62423729,-5.404685758
M74-93-2021,0,1,-7.490504125,4.641170971,-5.363009525
M74-93-2021,0,2,-7.388874927,4.658104652,-5.362823107
M74-93-2021,0,3,-7.28724573,4.675038332,-5.362918791
M74-93-2021,0,4,-7.185616532,4.691972013,-5.386497042
M74-93-2021,0,5,-7.083987335,4.708905694,-5.328656423
M74-93-2021,0,6,-6.982358137,4.725839374,-5.328656423
M74-93-2021,0,7,-6.88072894,4.742773055,-5.337677043
M74-93-2021,0,8,-6.779099742,4.759706736,-5.361400997
M74-93-2021,0,9,-6.677470544,4.776640417,-5.373929119
M74-93-2021,0,10,-6.575841347,4.793574097,-5.341508234
M74-93-2021,0,11,-6.474212149,4.810507778,-5.341508234
M74-93-2021,0,12,-6.372582952,4.827441459,-5.343243199
M74-93-2021,0,13,-6.270953754,4.844375139,-5.354098435
M74-93-2021,0,14,-6.169324557,4.86130882,-5.331992341
M74-93-2021,0,15,-6.067695359,4.878242501,-5.319653946
M74-93-2021,0,16,-5.966066161,4.895176181,-5.319653946
M74-93-2021,0,17,-5.864436964,4.912109862,-5.333982337
M74-93-2021,0,18,-5.762807766,4.929043543,-5.298613402
M74-93-2021,0,19,-5.661178569,4.945977223,-5.227654443
M74-93-2021,0,20,-5.559549371,4.962910904,-5.201897246
M74-93-2021,0,21,-5.457920173,4.979844585,-5.204278805
M74-93-2021,0,22,-5.356290976,4.996778265,-5.285482607
M74-93-2021,0,23,-5.254661778,5.013711946,-5.321739521
M74-93-2021,0,24,-5.153032581,5.030645627,-5.342965594
M74-93-2021,0,25,-5.051403383,5.047579308,-5.383493168
M74-93-2021,0,26,-4.949774186,5.064512988,-5.32485091
M74-93-2021,0,27,-4.848144988,5.081446669,-5.316248121
M74-93-2021,0,28,-4.74651579,5.09838035,-5.355320885
M74-93-2021,0,29,-4.644886593,5.11531403,-5.373633322
M74-93-2021,0,30,-4.543257395,5.132247711,-5.366871476
M74-93-2021,0,31,-4.441628198,5.149181392,-5.366871476
M74-93-2021,0,32,-4.339999,5.166115072,-5.388658697
M74-93-2021,0,33,-4.238369802,5.183048753,-5.399495774
M74-93-2021,0,34,-4.136740605,5.199982434,-5.385967743
M74-93-2021,0,35,-4.035111407,5.216916114,-5.354477943
M74-93-2021,0,36,-3.93348221,5.233849795,-5.354477943
M74-93-2021,0,37,-3.831853012,5.250783476,-5.370113057
M74-93-2021,0,38,-3.730223815,5.267717156,-5.376676109
M74-93-2021,0,39,-3.628594617,5.284650837,-5.353684205
M74-93-2021,0,40,-3.526965419,5.301584518,-5.314282279
M74-93-2021,0,41,-3.425336222,5.318518198,-5.314282279
M74-93-2021,0,42,-3.323707024,5.335451879,-5.315362126
M74-93-2021,0,43,-3.222077827,5.35238556,-5.286751502
M74-93-2021,0,44,-3.120448629,5.369319241,-5.288620102
M74-93-2021,0,45,-3.018819432,5.386252921,-5.268172054
M74-93-2021,0,46,-2.917190234,5.403186602,-5.268172054
M74-93-2021,0,47,-2.815561036,5.420120283,-5.269947732
M74-93-2021,0,48,-2.713931839,5.437053963,-5.269947732
M74-93-2021,0,49,-2.612302641,5.453987644,-5.25644664
M74-93-2021,0,50,-2.510673444,5.470921325,-5.252503245
M74-93-2021,0,51,-2.409044246,5.487855005,-5.252503245
M74-93-2021,0,52,-2.307415048,5.504788686,-5.289663463
M74-93-2021,0,53,-2.205785851,5.521722367,-5.285430927
M74-93-2021,0,54,-2.104156653,5.538656047,-5.221132613
M74-93-2021,0,55,-2.002527456,5.555589728,-5.218926372
M74-93-2021,0,56,-1.900898258,5.572523409,-5.208815796
M74-93-2021,0,57,-1.799269061,5.589457089,-5.2277984
M74-93-2021,0,58,-1.697639863,5.60639077,-5.257216208
M74-93-2021,0,59,-1.596010665,5.623324451,-5.232293039
M74-93-2021,0,60,-1.494381468,5.640258131,-5.197938108
M74-93-2021,0,61,-1.39275227,5.657191812,-5.158517788
M74-93-2021,0,62,-1.291123073,5.674125493,-5.143939879
M74-93-2021,0,63,-1.189493875,5.691059174,-5.151004051
M74-93-2021,0,64,-1.087864677,5.707992854,-5.22803526
M74-93-2021,0,65,-0.98623548,5.724926535,-5.248598659
M74-93-2021,0,66,-0.884606282,5.741860216,-5.277405116
M74-93-2021,0,67,-0.782977085,5.758793896,-5.278814103
M74-93-2021,0,68,-0.681347887,5.775727577,-5.283689091
M74-93-2021,0,69,-0.57971869,5.792661258,-5.256602849
M74-93-2021,0,70,-0.478089492,5.809594938,-5.220049024
M74-93-2021,0,71,-0.376460294,5.826528619,-5.197311514
M74-93-2021,0,72,-0.274831097,5.8434623,-5.145401481
M74-93-2021,0,73,-0.173201899,5.86039598,-5.126631313
M74-93-2021,0,74,-0.071572702,5.877329661,-5.114866614
M74-93-2021,0,75,0.030056496,5.894263342,-5.113291935
M74-93-2021,0,76,0.131685694,5.911197022,-5.113616968
M74-93-2021,0,77,0.233314891,5.928130703,-5.036884598
M74-93-2021,0,78,0.334944089,5.945064384,-5.012176936
M74-93-2021,0,79,0.436573286,5.961998065,-5.054309192
M74-93-2021,0,80,0.538202484,5.978931745,-5.112748447
M74-93-2021,0,81,0.639831681,5.995865426,-5.111725233
M74-93-2021,0,82,0.741460879,6.012799107,-5.075367557
M74-93-2021,0,83,0.843090077,6.029732787,-5.072935643
M74-93-2021,0,84,0.944719274,6.046666468,-5.085964956
M74-93-2021,0,85,1.046348472,6.063600149,-5.097346833
M74-93-2021,0,86,1.147977669,6.080533829,-5.07437529
M74-93-2021,0,87,1.249606867,6.09746751,-4.999401307
M74-93-2021,0,88,1.351236064,6.114401191,-4.864617603
M74-93-2021,0,89,1.452865262,6.131334871,-4.822322707
M74-93-2021,0,90,1.55449446,6.148268552,-4.792132997
M74-93-2021,0,91,1.656123657,6.165202233,-4.767699173
M74-93-2021,0,92,1.757752855,6.182135913,-4.742208432
M74-93-2021,0,93,1.859382052,6.199069594,-4.734412265
M74-93-2021,0,94,1.96101125,6.216003275,-4.754439626
M74-93-2021,0,95,2.062640448,6.232936955,-4.942026947
M74-93-2021,0,96,2.164269645,6.249870636,-4.989614427
M74-93-2021,0,97,2.265898843,6.266804317,-4.989614427
M74-93-2021,0,98,2.36752804,6.283737998,-5.013773663
M74-93-2021,0,99,2.469157238,6.300671678,-5.140057932
M74-93-2021,1,0,-7.512303114,4.145128216,-5.396102744
M74-93-2021,1,1,-7.410673916,4.162061897,-5.397442841
M74-93-2021,1,2,-7.309044719,4.178995577,-5.397442841
M74-93-2021,1,3,-7.207415521,4.195929258,-5.408879738
M74-93-2021,1,4,-7.105786323,4.212862939,-5.369704923
M74-93-2021,1,5,-7.004157126,4.229796619,-5.359622455
M74-93-2021,1,6,-6.902527928,4.2467303,-5.359622455
M74-93-2021,1,7,-6.800898731,4.263663981,-5.387252092
M74-93-2021,1,8,-6.699269533,4.280597662,-5.362451446
M74-93-2021,1,9,-6.597640335,4.297531342,-5.333058208
M74-93-2021,1,10,-6.496011138,4.314465023,-5.174955344
M74-93-2021,1,11,-6.39438194,4.331398704,-5.174955344
M74-93-2021,1,12,-6.292752743,4.348332384,-5.368171622
M74-93-2021,1,13,-6.191123545,4.365266065,-5.361966953
M74-93-2021,1,14,-6.089494348,4.382199746,-5.341067869
M74-93-2021,1,15,-5.98786515,4.399133426,-5.345493917
M74-93-2021,1,16,-5.886235952,4.416067107,-5.272993956
M74-93-2021,1,17,-5.784606755,4.433000788,-5.272993956
M74-93-2021,1,18,-5.682977557,4.449934468,-5.259788342
M74-93-2021,1,19,-5.58134836,4.466868149,-5.124867107
M74-93-2021,1,20,-5.479719162,4.48380183,-5.124867107
M74-93-2021,1,21,-5.378089965,4.50073551,-5.283152713
M74-93-2021,1,22,-5.276460767,4.517669191,-5.387824113
M74-93-2021,1,23,-5.174831569,4.534602872,-5.352348304
M74-93-2021,1,24,-5.073202372,4.551536553,-5.350158109
M74-93-2021,1,25,-4.971573174,4.568470233,-5.35781692
M74-93-2021,1,26,-4.869943977,4.585403914,-5.372700237
M74-93-2021,1,27,-4.768314779,4.602337595,-5.373475021
M74-93-2021,1,28,-4.666685581,4.619271275,-5.40420207
M74-93-2021,1,29,-4.565056384,4.636204956,-5.427991007
M74-93-2021,1,30,-4.463427186,4.653138637,-5.429738683
M74-93-2021,1,31,-4.361797989,4.670072317,-5.419982938
M74-93-2021,1,32,-4.260168791,4.687005998,-5.38502108
M74-93-2021,1,33,-4.158539594,4.703939679,-5.382406266
M74-93-2021,1,34,-4.056910396,4.720873359,-5.390124958
M74-93-2021,1,35,-3.955281198,4.73780704,-5.416013175
M74-93-2021,1,36,-3.853652001,4.754740721,-5.416013175
M74-93-2021,1,37,-3.752022803,4.771674401,-5.30028517
M74-93-2021,1,38,-3.650393606,4.788608082,-5.318551146
M74-93-2021,1,39,-3.548764408,4.805541763,-5.187035142
M74-93-2021,1,40,-3.44713521,4.822475443,-5.107194409
M74-93-2021,1,41,-3.345506013,4.839409124,-5.063382419
M74-93-2021,1,42,-3.243876815,4.856342805,-4.97557523
M74-93-2021,1,43,-3.142247618,4.873276486,-5.026333971
M74-93-2021,1,44,-3.04061842,4.890210166,-5.055538576
M74-93-2021,1,45,-2.938989223,4.907143847,-5.055883509
M74-93-2021,1,46,-2.837360025,4.924077528,-5.076746038
M74-93-2021,1,47,-2.735730827,4.941011208,-5.252209807
M74-93-2021,1,48,-2.63410163,4.957944889,-5.259085118
M74-93-2021,1,49,-2.532472432,4.97487857,-5.270448183
M74-93-2021,1,50,-2.430843235,4.99181225,-5.29888466
M74-93-2021,1,51,-2.329214037,5.008745931,-5.29888466
M74-93-2021,1,52,-2.227584839,5.025679612,-5.235670245
M74-93-2021,1,53,-2.125955642,5.042613292,-5.200856428
M74-93-2021,1,54,-2.024326444,5.059546973,-5.165735354
M74-93-2021,1,55,-1.922697247,5.076480654,-5.19765767
M74-93-2021,1,56,-1.821068049,5.093414334,-5.240870087
M74-93-2021,1,57,-1.719438852,5.110348015,-5.301548283
M74-93-2021,1,58,-1.617809654,5.127281696,-5.330386744
M74-93-2021,1,59,-1.516180456,5.144215377,-5.330386744
M74-93-2021,1,60,-1.414551259,5.161149057,-5.340954286
M74-93-2021,1,61,-1.312922061,5.178082738,-5.345347681
M74-93-2021,1,62,-1.211292864,5.195016419,-5.338493039
M74-93-2021,1,63,-1.109663666,5.211950099,-5.322886754
M74-93-2021,1,64,-1.008034469,5.22888378,-5.317082881
M74-93-2021,1,65,-0.906405271,5.245817461,-5.317082881
M74-93-2021,1,66,-0.804776073,5.262751141,-5.330550245
M74-93-2021,1,67,-0.703146876,5.279684822,-5.261550067
M74-93-2021,1,68,-0.601517678,5.296618503,-5.256360008
M74-93-2021,1,69,-0.499888481,5.313552183,-5.259354359
M74-93-2021,1,70,-0.398259283,5.330485864,-5.26966508
M74-93-2021,1,71,-0.296630085,5.347419545,-5.273451905
M74-93-2021,1,72,-0.195000888,5.364353225,-5.207069118
M74-93-2021,1,73,-0.09337169,5.381286906,-5.124630351
M74-93-2021,1,74,0.008257507,5.398220587,-5.123313915
M74-93-2021,1,75,0.109886705,5.415154267,-5.123313915
M74-93-2021,1,76,0.211515902,5.432087948,-4.997247389
M74-93-2021,1,77,0.3131451,5.449021629,-4.975284568
M74-93-2021,1,78,0.414774298,5.46595531,-4.965016587
M74-93-2021,1,79,0.516403495,5.48288899,-4.949451012
M74-93-2021,1,80,0.618032693,5.499822671,-4.960673449
M74-93-2021,1,81,0.71966189,5.516756352,-4.960679447
M74-93-2021,1,82,0.821291088,5.533690032,-5.063865193
M74-93-2021,1,83,0.922920286,5.550623713,-5.074672252
M74-93-2021,1,84,1.024549483,5.567557394,-5.072493162
M74-93-2021,1,85,1.126178681,5.584491074,-5.035220433
M74-93-2021,1,86,1.227807878,5.601424755,-5.035220433
