site,transect,point,x,y,z
T22-34-2021,0,0,11.63021608,-4.62497458,-6.31059235
T22-34-2021,0,1,11.51508747,-4.655830965,-6.145898931
T22-34-2021,0,2,11.39995886,-4.686687351,-6.139374901
T22-34-2021,0,3,11.28483025,-4.717543736,-6.139374901
T22-34-2021,0,4,11.16970164,-4.748400121,-6.204617324
T22-34-2021,0,5,11.05457303,-4.779256506,-6.306473159
T22-34-2021,0,6,10.93944442,-4.810112892,-6.281130383
T22-34-2021,0,7,10.8243158,-4.840969277,-6.255432601
T22-34-2021,0,8,10.70918719,-4.871825662,-6.267348939
T22-34-2021,0,9,10.59405858,-4.902682048,-6.304492739
T22-34-2021,0,10,10.47892997,-4.933538433,-6.329771545
T22-34-2021,0,11,10.36380136,-4.964394818,-6.318138868
T22-34-2021,0,12,10.24867275,-4.995251204,-6.356560659
T22-34-2021,0,13,10.13354414,-5.026107589,-6.457068337
T22-34-2021,0,14,10.01841553,-5.056963974,-6.509446176
T22-34-2021,0,15,9.903286915,-5.08782036,-6.502436779
T22-34-2021,0,16,9.788158304,-5.118676745,-6.51504834
T22-34-2021,0,17,9.673029693,-5.14953313,-6.504547969
T22-34-2021,0,18,9.557901082,-5.180389515,-6.494618198
T22-34-2021,0,19,9.442772471,-5.211245901,-6.359865178
T22-34-2021,0,20,9.32764386,-5.242102286,-5.924924477
T22-34-2021,0,21,9.212515249,-5.272958671,-5.924924477
T22-34-2021,0,22,9.097386638,-5.303815057,-6.003455178
T22-34-2021,0,23,8.982258027,-5.334671442,-6.003455178
T22-34-2021,0,24,8.867129416,-5.365527827,-6.310415895
T22-34-2021,0,25,8.752000805,-5.396384213,-6.310843084
T22-34-2021,0,26,8.636872194,-5.427240598,-6.279316231
T22-34-2021,0,27,8.521743583,-5.458096983,-6.287592635
T22-34-2021,0,28,8.406614972,-5.488953368,-6.33130439
T22-34-2021,0,29,8.29148636,-5.519809754,-6.375583698
T22-34-2021,0,30,8.176357749,-5.550666139,-6.418500946
T22-34-2021,0,31,8.061229138,-5.581522524,-6.355448648
T22-34-2021,0,32,7.946100527,-5.61237891,-6.338656263
T22-34-2021,0,33,7.830971916,-5.643235295,-6.27909796
T22-34-2021,0,34,7.715843305,-5.67409168,-6.277510666
T22-34-2021,0,35,7.600714694,-5.704948066,-6.279294412
T22-34-2021,0,36,7.485586083,-5.735804451,-6.141694011
T22-34-2021,0,37,7.370457472,-5.766660836,-6.098771562
T22-34-2021,0,38,7.255328861,-5.797517222,-6.002730803
T22-34-2021,0,39,7.14020025,-5.828373607,-5.987271378
T22-34-2021,0,40,7.025071639,-5.859229992,-5.963636263
T22-34-2021,0,41,6.909943028,-5.890086377,-6.109046459
T22-34-2021,0,42,6.794814417,-5.920942763,-6.16460915
T22-34-2021,0,43,6.679685806,-5.951799148,-6.16460915
T22-34-2021,0,44,6.564557194,-5.982655533,-6.252417825
T22-34-2021,0,45,6.449428583,-6.013511919,-6.380619273
T22-34-2021,0,46,6.334299972,-6.044368304,-6.374767991
T22-34-2021,0,47,6.219171361,-6.075224689,-6.287510863
T22-34-2021,0,48,6.10404275,-6.106081075,-6.33582291
T22-34-2021,0,49,5.988914139,-6.13693746,-6.25951682
T22-34-2021,0,50,5.873785528,-6.167793845,-6.259702915
T22-34-2021,0,51,5.758656917,-6.19865023,-6.281613638
T22-34-2021,0,52,5.643528306,-6.229506616,-6.281613638
T22-34-2021,0,53,5.528399695,-6.260363001,-6.205358571
T22-34-2021,0,54,5.413271084,-6.291219386,-6.148447575
T22-34-2021,0,55,5.298142473,-6.322075772,-6.168105936
T22-34-2021,0,56,5.183013862,-6.352932157,-6.223367378
T22-34-2021,0,57,5.067885251,-6.383788542,-6.341036743
T22-34-2021,0,58,4.95275664,-6.414644928,-6.385756651
T22-34-2021,0,59,4.837628028,-6.445501313,-6.238511227
T22-34-2021,0,60,4.722499417,-6.476357698,-6.24919545
T22-34-2021,0,61,4.607370806,-6.507214084,-6.258392724
T22-34-2021,0,62,4.492242195,-6.538070469,-6.141998467
T22-34-2021,0,63,4.377113584,-6.568926854,-6.105163576
T22-34-2021,0,64,4.261984973,-6.599783239,-6.142943381
T22-34-2021,0,65,4.146856362,-6.630639625,-6.241676464
T22-34-2021,0,66,4.031727751,-6.66149601,-6.242195613
T22-34-2021,0,67,3.91659914,-6.692352395,-6.428229926
T22-34-2021,0,68,3.801470529,-6.723208781,-6.42785465
T22-34-2021,0,69,3.686341918,-6.754065166,-5.843217641
