site,transect,point,x,y,z
M17-89-2021,0,0,-2.695529122,6.138220829,-6.154079033
M17-89-2021,0,1,-2.605773653,6.131590915,-6.161163332
M17-89-2021,0,2,-2.516018184,6.124961,-6.128028553
M17-89-2021,0,3,-2.426262715,6.118331085,-6.128028553
M17-89-2021,0,4,-2.336507245,6.111701171,-6.129414733
M17-89-2021,0,5,-2.246751776,6.105071256,-5.929839061
M17-89-2021,0,6,-2.156996307,6.098441342,-5.9385051
M17-89-2021,0,7,-2.067240838,6.091811427,-5.924129055
M17-89-2021,0,8,-1.977485369,6.085181512,-5.96420955
M17-89-2021,0,9,-1.8877299,6.078551598,-6.074690661
M17-89-2021,0,10,-1.797974431,6.071921683,-6.140789832
M17-89-2021,0,11,-1.708218962,6.065291769,-6.170749043
M17-89-2021,0,12,-1.618463493,6.058661854,-6.170749043
M17-89-2021,0,13,-1.528708024,6.052031939,-6.159528563
M17-89-2021,0,14,-1.438952554,6.045402025,-6.145201397
M17-89-2021,0,15,-1.349197085,6.03877211,-6.139032983
M17-89-2021,0,16,-1.259441616,6.032142195,-6.139032983
M17-89-2021,0,17,-1.169686147,6.025512281,-6.156489232
M17-89-2021,0,18,-1.079930678,6.018882366,-6.169850019
M17-89-2021,0,19,-0.990175209,6.012252452,-6.169200715
M17-89-2021,0,20,-0.90041974,6.005622537,-6.173198095
M17-89-2021,0,21,-0.810664271,5.998992622,-6.173198095
M17-89-2021,0,22,-0.720908802,5.992362708,-6.225812842
M17-89-2021,0,23,-0.631153333,5.985732793,-6.149976959
M17-89-2021,0,24,-0.541397864,5.979102878,-6.03396431
M17-89-2021,0,25,-0.451642394,5.972472964,-6.208576935
M17-89-2021,0,26,-0.361886925,5.965843049,-6.179100674
M17-89-2021,0,27,-0.272131456,5.959213135,-6.089024858
M17-89-2021,0,28,-0.182375987,5.95258322,-6.089024858
M17-89-2021,0,29,-0.092620518,5.945953305,-6.198633501
M17-89-2021,0,30,-0.002865049,5.939323391,-6.198633501
M17-89-2021,0,31,0.08689042,5.932693476,-6.195145087
M17-89-2021,0,32,0.176645889,5.926063562,-6.14542532
M17-89-2021,0,33,0.266401358,5.919433647,-6.101750351
M17-89-2021,0,34,0.356156827,5.912803732,-6.104268763
M17-89-2021,0,35,0.445912296,5.906173818,-6.127646581
M17-89-2021,0,36,0.535667766,5.899543903,-6.162980328
M17-89-2021,0,37,0.625423235,5.892913988,-6.152778512
