Site,Plot,Timepoint,Date,Location,Commenter,Species,Common,Taxa,MaxN,Phase,Sex,Size,Universe,Hour,Hrinmin...15,Min...16,Sec...17,SecinM...18,Time(min),Visibility,Complexity,Hr,Hrinmin...23,Min...24,Sec...25,SecinM...26,ST,DifT,TL,Flipped,TBF,Season,Notes,Rating,Family,L
TAM24,64,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,4,A,0,8,0?,0,0,9,41,0.683333333,9.683333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,6.116666667,82.73,N,82.73,FALL,NA,3,Epinephelidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,5,A,0,8,1?,0,0,37,31,0.516666667,37.51666667,Good,Medium,0,0,3,34,0.566666667,3.566666667,33.95,82.73,N,82.73,FALL,NA,3,Epinephelidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,1,A,0,6,0?,0,0,7,47,0.783333333,7.783333333,Good,Medium,0,0,3,10,0.166666667,3.166666667,4.616666667,78.67,N,78.67,FALL,NA,2,Epinephelidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,2,A,0,6,0?,0,0,9,3,0.05,9.05,Good,Medium,0,0,3,10,0.166666667,3.166666667,5.883333333,78.67,N,78.67,FALL,NA,2,Epinephelidae,490
TAM35,21,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,1,A,0,6,1,0,0,4,23,0.383333333,4.383333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.716666667,106.37,N,106.37,FALL,NA,2,Epinephelidae,490
TAM35,21,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,2,A,0,6,0,0,0,38,47,0.783333333,38.78333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,35.11666667,106.37,N,106.37,FALL,NA,2,Epinephelidae,490
TAM35,51,1,20211022.mp4,T,VictoriaLippert,GG,Graysby,Grouper,1,A,0,6,1,0,0,15,23,0.383333333,15.38333333,Good,Medium,0,0,3,49,0.816666667,3.816666667,11.56666667,85.97,Y,29.05,FALL,NA,2,Epinephelidae,490
TAM37,13,0120210828.mp4,NA,T,ChristineNation,GG,Graysby,Grouper,2,A,0,6,1,0,0,5,39,0.65,5.65,Good,Medium,0,0,3,36,0.6,3.6,2.05,88.5,Y,88.5,SUMMER,NA,2,Epinephelidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,1,A,0,8,1?,0,0,9,4,0.066666667,9.066666667,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,5,83.73,N,83.73,FALL,NA,2,Epinephelidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,2,A,0,6,1?,0,0,22,4,0.066666667,22.06666667,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,18,83.73,N,83.73,FALL,NA,2,Epinephelidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,4,A,0,6,1?,0,0,33,42,0.7,33.7,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,29.63333333,83.73,N,83.73,FALL,NA,2,Epinephelidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,GG,Graysby,Grouper,1,A,0,8,0?,0,0,3,57,0.95,3.95,Good,Medium,0,0,3,52,0.866666667,3.866666667,0.083333333,95,N,95,FALL,NA,2,Epinephelidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,GG,Graysby,Grouper,2,A,0,8,1?,0,0,4,11,0.183333333,4.183333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,0.316666667,95,N,95,FALL,NA,2,Epinephelidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,GG,Graysby,Grouper,3,A,0,6,3?,0,0,9,55,0.916666667,9.916666667,Good,Medium,0,0,3,52,0.866666667,3.866666667,6.05,95,N,95,FALL,NA,2,Epinephelidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,GG,Graysby,Grouper,4,A,0,6,3?,0,0,12,41,0.683333333,12.68333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,8.816666667,95,N,95,FALL,NA,2,Epinephelidae,490
TAM43,1,1,NA,T,KarenRojas,GG,Graysby,Grouper,1,A,0,6,1,0,0,3,19,0.316666667,3.316666667,Good,Medium,0,0,3,18,0.3,3.3,0.016666667,75.08,N,75.08,SUMMER,NA,3,Epinephelidae,490
TAM43,1,1,NA,T,KarenRojas,GG,Graysby,Grouper,1,A,0,6,1,0,0,6,5,0.083333333,6.083333333,Good,Medium,0,0,3,18,0.3,3.3,2.783333333,75.08,N,75.08,SUMMER,NA,3,Epinephelidae,490
TAM43,1,1,NA,T,KarenRojas,GG,Graysby,Grouper,1,A,0,6,1,0,0,13,38,0.633333333,13.63333333,Good,Medium,0,0,3,18,0.3,3.3,10.33333333,75.08,N,75.08,SUMMER,NA,3,Epinephelidae,490
TAM43,1,1,NA,T,KarenRojas,GG,Graysby,Grouper,3,A,0,6,1,0,0,37,59,0.983333333,37.98333333,Good,Medium,0,0,3,18,0.3,3.3,34.68333333,75.08,N,75.08,SUMMER,NA,3,Epinephelidae,490
TAM43,1,1,NA,T,KarenRojas,GG,Graysby,Grouper,4,A,0,6,1,0,0,50,12,0.2,50.2,Good,Medium,0,0,3,18,0.3,3.3,46.9,75.08,N,75.08,SUMMER,NA,3,Epinephelidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,GG,Graysby,Grouper,1,A,0,6,1?,0,0,5,11,0.183333333,5.183333333,Good,Medium,0,0,3,19,0.316666667,3.316666667,1.866666667,75.08,N,75.08,FALL,NA,3,Epinephelidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,GG,Graysby,Grouper,2,A,0,6,1?,0,0,31,37,0.616666667,31.61666667,Good,Medium,0,0,3,19,0.316666667,3.316666667,28.3,75.08,N,75.08,FALL,NA,3,Epinephelidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,GG,Graysby,Grouper,3,A,0,6,1?,0,0,34,0,0,34,Good,Medium,0,0,3,19,0.316666667,3.316666667,30.68333333,75.08,N,75.08,FALL,NA,3,Epinephelidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,GG,Graysby,Grouper,4,A,0,6,1?,0,0,37,45,0.75,37.75,Good,Medium,0,0,3,19,0.316666667,3.316666667,34.43333333,75.08,N,75.08,FALL,NA,3,Epinephelidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,GG,Graysby,Grouper,5,A,0,6,1?,0,0,38,1,0.016666667,38.01666667,Good,Medium,0,0,3,19,0.316666667,3.316666667,34.7,75.08,N,75.08,FALL,NA,3,Epinephelidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,GG,Graysby,Grouper,1,A,0,8,1,0,0,6,39,0.65,6.65,Good,Medium,0,0,3,34,0.566666667,3.566666667,3.083333333,62.9,N,62,FALL,NA,3,Epinephelidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,GG,Graysby,Grouper,2,A,0,8,1,0,0,7,56,0.933333333,7.933333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,4.366666667,62.9,N,62,FALL,NA,3,Epinephelidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,GG,Graysby,Grouper,1,A,0,6,1,0,0,13,14,0.233333333,13.23333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,9.666666667,62.9,N,62,FALL,NA,3,Epinephelidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,GG,Graysby,Grouper,1,A,0,8,0,0,0,13,34,0.566666667,13.56666667,Good,Medium,0,0,3,34,0.566666667,3.566666667,10,62.9,N,62,FALL,NA,3,Epinephelidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,GG,Graysby,Grouper,3,A,0,6,1,0,0,26,18,0.3,26.3,Good,Medium,0,0,3,34,0.566666667,3.566666667,22.73333333,62.9,N,62,FALL,NA,3,Epinephelidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,GG,Graysby,Grouper,2,A,0,6,1,0,0,46,4,0.066666667,46.06666667,Good,Medium,0,0,3,34,0.566666667,3.566666667,42.5,62.9,N,62,FALL,NA,3,Epinephelidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,GG,Graysby,Grouper,3,A,0,6,1,0,0,47,44,0.733333333,47.73333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,44.16666667,62.9,N,62,FALL,NA,3,Epinephelidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,1,A,0,4,1?,0,0,5,43,0.716666667,5.716666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,2.05,88.5,N,88.5,FALL,NA,3,Epinephelidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,2,A,0,6,0?,0,0,7,14,0.233333333,7.233333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,3.566666667,88.5,N,88.5,FALL,NA,3,Epinephelidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,1,A,0,8,1?,0,0,9,18,0.3,9.3,Good,Medium,0,0,3,40,0.666666667,3.666666667,5.633333333,88.5,N,88.5,FALL,NA,3,Epinephelidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,GG,Graysby,Grouper,4,A,0,8,1?,0,0,10,7,0.116666667,10.11666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,6.45,88.5,N,88.5,FALL,NA,3,Epinephelidae,490
MAG08,76,0120210828.mp4,NA,M,ChristineNation,EG,Red_hind,Grouper,2,A,0,6,1,0,0,8,48,0.8,8.8,Good,Medium,0,0,3,9,0.15,3.15,5.65,88.3,N,88.3,SUMMER,NA,2,Epinephelidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,EG,Red_hind,Grouper,1,A,0,8,1,0,0,29,13,0.216666667,29.21666667,Good,Medium,0,0,5,0,0,5,24.21666667,72.3,N,72.3,SUMMER,NA,3,Epinephelidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,EG,Red_hind,Grouper,2,A,0,8,1,0,0,43,1,0.016666667,43.01666667,Good,Medium,0,0,5,0,0,5,38.01666667,72.3,N,72.3,SUMMER,NA,3,Epinephelidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,EG,Red_hind,Grouper,3,A,0,8,1,0,0,53,11,0.183333333,53.18333333,Good,Medium,0,0,5,0,0,5,48.18333333,72.3,N,72.3,SUMMER,NA,3,Epinephelidae,428
MAG10,7,1,20210828,M,ChristineNation,EG,Red_hind,Grouper,1,A,0,6,0,0,0,7,29,0.483333333,7.483333333,Good,Medium,0,0,3,24,0.4,3.4,4.083333333,69.6,N,69.6,SUMMER,NA,1,Epinephelidae,428
MAG12,42,0120210828.mp4,NA,M,KarenRojas,EG,Red_hind,Grouper,1,A,0,6,1,0,0,23,20,0.333333333,23.33333333,Good,Medium,0,0,3,23,0.383333333,3.383333333,19.95,88.52,N,88.52,SUMMER,NA,2,Epinephelidae,428
MAG15,6,0120210725.mp4,NA,M,EvanLindo,EG,Red_hind,Grouper,1,A,0,8,1,0,0,15,54,0.9,15.9,Good,Medium,0,0,4,15,0.25,4.25,11.65,72.75,N,72.75,SUMMER,NA,3,Epinephelidae,428
MAG15,6,0120211023.mp4,NA,M,MadisonSandquist,EG,Red_hind,Grouper,1,A,0,8,1,0,0,4,16,0.266666667,4.266666667,Good,Medium,0,0,4,15,0.25,4.25,0.016666667,76.42,N,76.42,FALL,NA,3,Epinephelidae,428
MAG15,6,0120211023.mp4,NA,M,MadisonSandquist,EG,Red_hind,Grouper,2,A,0,8,1,0,0,4,35,0.583333333,4.583333333,Good,Medium,0,0,4,15,0.25,4.25,0.333333333,76.42,N,76.42,FALL,NA,3,Epinephelidae,428
MAG15,6,0120211023.mp4,NA,M,MadisonSandquist,EG,Red_hind,Grouper,2,A,0,8,1,1,60,8,43,0.716666667,68.71666667,Good,Medium,0,0,4,15,0.25,4.25,64.46666667,76.42,N,76.42,FALL,NA,3,Epinephelidae,428
MAG15,9,0120210828.mp4,NA,M,ChristineNation,EG,Red_hind,Grouper,1,A,0,6,1,0,0,39,7,0.116666667,39.11666667,Good,Medium,0,0,3,25,0.416666667,3.416666667,35.7,72.37,N,72.37,SUMMER,NA,2,Epinephelidae,428
MAG15,8,0120210828.mp4,NA,M,ChristineNation,EG,Red_hind,Grouper,1,A,0,6,1,0,0,4,11,0.183333333,4.183333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.516666667,71.52,N,71.52,SUMMER,NA,2,Epinephelidae,428
MAG15,8,0120210828.mp4,NA,M,ChristineNation,EG,Red_hind,Grouper,1,A,0,4,0,0,0,5,49,0.816666667,5.816666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,2.15,71.52,N,71.52,SUMMER,NA,2,Epinephelidae,428
MAG15,8,0120210828.mp4,NA,M,ChristineNation,EG,Red_hind,Grouper,2,A,0,4,0,0,0,6,24,0.4,6.4,Good,Medium,0,0,3,40,0.666666667,3.666666667,2.733333333,71.52,N,71.52,SUMMER,NA,2,Epinephelidae,428
MAG17,65,0120211023.mp4,NA,M,MadisonSandquist,EG,Red_hind,Grouper,1,A,0,8,1,0,0,7,9,0.15,7.15,Good,Medium,0,0,4,22,0.366666667,4.366666667,2.783333333,72.92,N,72.92,FALL,NA,1,Epinephelidae,428
MAG17,65,0120211023.mp4,NA,M,MadisonSandquist,EG,Red_hind,Grouper,2,A,0,8,1,0,0,24,57,0.95,24.95,Good,Medium,0,0,4,22,0.366666667,4.366666667,20.58333333,72.92,N,72.92,FALL,NA,1,Epinephelidae,428
MAG17,63,0120210828.mp4,NA,M,EvanLindo,EG,Red_hind,Grouper,1,A,0,8,1,0,0,6,38,0.633333333,6.633333333,Good,Medium,0,0,4,8,0.133333333,4.133333333,2.5,88.52,Y,25.7,SUMMER,NA,3,Epinephelidae,428
MAG17,63,0120210828.mp4,NA,M,EvanLindo,EG,Red_hind,Grouper,2,A,0,8,1,0,0,17,34,0.566666667,17.56666667,Good,Medium,0,0,4,8,0.133333333,4.133333333,13.43333333,88.52,Y,25.7,SUMMER,NA,3,Epinephelidae,428
MAG17,62,0120211023.mp4,NA,M,ChristineNation,EG,Red_hind,Grouper,1,A,0,6,0,0,0,4,38,0.633333333,4.633333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,0.766666667,88.52,N,88.52,FALL,NA,2,Epinephelidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,EG,Red_hind,Grouper,1,A,0,8,1,0,0,5,18,0.3,5.3,Good,Medium,0,0,3,40,0.666666667,3.666666667,1.633333333,46.65,Y,12,FALL,NA,2,Epinephelidae,428
MAG28,69,1,20211023,M,ChristineNation,EG,Red_hind,Grouper,1,A,0,0,0_,0,0,50,23,0.383333333,50.38333333,Good,Medium,0,0,3,32,0.533333333,3.533333333,46.85,1.5467,Flipped,1.5467,FALL,N/A,3,,428
MAG43,78,0120210828.mp4,NA,M,EvanLindo,EG,Red_hind,Grouper,1,A,0,6,0,1,60,10,37,0.616666667,70.61666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,66.9,89.97,N,89.97,SUMMER,NA,2,Epinephelidae,428
MAG43,38,0120210829.mp4,NA,M,MadisonSandquist,EG,Red_hind,Grouper,1,A,0,8,0,0,0,8,15,0.25,8.25,Good,Medium,0,0,3,36,0.6,3.6,4.65,83.97,N,83.97,SUMMER,NA,3,Epinephelidae,428
MAG43,38,0120210829.mp4,NA,M,MadisonSandquist,EG,Red_hind,Grouper,2,A,0,8,0,0,0,44,28,0.466666667,44.46666667,Good,Medium,0,0,3,36,0.6,3.6,40.86666667,83.97,N,83.97,SUMMER,NA,3,Epinephelidae,428
MAG43,81,1,20210828,M,ChristineNation,EG,Red_hind,Grouper,1,A,0,6,0,0,0,22,5,0.083333333,22.08333333,Good,Medium,0,0,3,29,0.483333333,3.483333333,18.6,85.85,N,85.85,SUMMER,NA,2,Epinephelidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,EG,Red_hind,Grouper,1,A,0,8,0,1,60,7,35,0.583333333,67.58333333,Good,Medium,0,0,3,27,0.45,3.45,64.13333333,88.52,N,88.52,SUMMER,NA,1,Epinephelidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,EG,Red_hind,Grouper,1,A,0,8,0,1,60,7,35,0.583333333,67.58333333,Good,Medium,0,0,3,27,0.45,3.45,64.13333333,88.52,N,88.52,SUMMER,NA,1,Epinephelidae,428
TAM04,76,0120210723.mp4,NA,T,NicolasRivas,EG,Red_hind,Grouper,1,A,0,8,1,0,0,11,41,0.683333333,11.68333333,Limited,Medium,0,0,4,14,0.233333333,4.233333333,7.45,88.5,N,88.5,SUMMER,NA,3,Epinephelidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,EG,Red_hind,Grouper,1,A,0,8,0?,0,0,29,14,0.233333333,29.23333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,25.36666667,99.73,N,99.73,FALL,NA,3,Epinephelidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,EG,Red_hind,Grouper,2,A,0,8,1,1,60,42,30,0.5,102.5,Medium,Medium,0,0,4,24,0.4,4.4,98.1,112.27,N,112.27,SUMMER,NA,2,Epinephelidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,EG,Red_hind,Grouper,3,A,0,8,1,1,60,42,40,0.666666667,102.6666667,Medium,Medium,0,0,4,24,0.4,4.4,98.26666667,112.27,N,112.27,SUMMER,NA,2,Epinephelidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,EG,Red_hind,Grouper,3,A,0,8,1,1,60,45,16,0.266666667,105.2666667,Medium,Medium,0,0,4,24,0.4,4.4,100.8666667,112.27,N,112.27,SUMMER,NA,2,Epinephelidae,490
TAM23,78,01.mp4,NA,T,MelaniReyes,EG,Red_hind,Grouper,1,A,0,6,0,0,0,28,15,0.25,28.25,Good,Medium,0,0,3,19,0.316666667,3.316666667,24.93333333,99.67,N,99.67,SUMMER,NA,1,Epinephelidae,490
TAM24,79,01.mp4,NA,T,EvanLindo,EG,Red_hind,Grouper,1,A,0,8,0,0,0,36,34,0.566666667,36.56666667,Good,Medium,0,0,3,57,0.95,3.95,32.61666667,83.65,N,83.65,SUMMER,NA,2,Epinephelidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,EG,Red_hind,Grouper,1,A,0,8,1?,0,0,32,18,0.3,32.3,Good,Medium,0,0,3,34,0.566666667,3.566666667,28.73333333,82.73,N,82.73,FALL,NA,3,Epinephelidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,EG,Red_hind,Grouper,1,A,0,6,0?,0,0,39,4,0.066666667,39.06666667,Good,Medium,0,0,3,10,0.166666667,3.166666667,35.9,78.67,N,78.67,FALL,NA,2,Epinephelidae,490
TAM35,21,1,20211022.mp4,T,ChristineNation,EG,Red_hind,Grouper,1,A,0,6,0,0,0,11,16,0.266666667,11.26666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,7.6,106.37,N,106.37,FALL,NA,2,Epinephelidae,490
TAM35,21,1,20211022.mp4,T,ChristineNation,EG,Red_hind,Grouper,2,A,0,8,0,0,0,25,28,0.466666667,25.46666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,21.8,106.37,N,106.37,FALL,NA,2,Epinephelidae,490
TAM35,21,1,20211022.mp4,T,ChristineNation,EG,Red_hind,Grouper,3,A,0,8,1,0,0,28,22,0.366666667,28.36666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,24.7,106.37,N,106.37,FALL,NA,2,Epinephelidae,490
TAM35,40,1,20211023.mp4,T,MadisonSandquist,EG,Red_hind,Grouper,1,A,0,8,1?,0,0,3,27,0.45,3.45,Good,Medium,0,0,3,26,0.433333333,3.433333333,0.016666667,80.98,N,80.98,FALL,NA,2,Epinephelidae,490
TAM35,40,1,20211023.mp4,T,MadisonSandquist,EG,Red_hind,Grouper,2,A,0,8,3?,0,0,3,30,0.5,3.5,Good,Medium,0,0,3,26,0.433333333,3.433333333,0.066666667,80.98,N,80.98,FALL,NA,2,Epinephelidae,490
TAM35,40,1,20211023.mp4,T,MadisonSandquist,EG,Red_hind,Grouper,3,A,0,8,1?,0,0,22,12,0.2,22.2,Good,Medium,0,0,3,26,0.433333333,3.433333333,18.76666667,80.98,N,80.98,FALL,NA,2,Epinephelidae,490
TAM35,51,1,20211022.mp4,T,VictoriaLippert,EG,Red_hind,Grouper,1,A,0,8,1,0,0,7,46,0.766666667,7.766666667,Good,Medium,0,0,3,49,0.816666667,3.816666667,3.95,85.97,Y,29.05,FALL,NA,2,Epinephelidae,490
TAM35,51,1,20211022.mp4,T,VictoriaLippert,EG,Red_hind,Grouper,2,A,0,8,1,0,0,15,36,0.6,15.6,Good,Medium,0,0,3,49,0.816666667,3.816666667,11.78333333,85.97,Y,29.05,FALL,NA,2,Epinephelidae,490
TAM37,13,0120210828.mp4,NA,T,ChristineNation,EG,Red_hind,Grouper,2,A,0,8,1,0,0,8,12,0.2,8.2,Good,Medium,0,0,3,36,0.6,3.6,4.6,88.5,Y,88.5,SUMMER,NA,2,Epinephelidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,EG,Red_hind,Grouper,1,A,0,8,0,0,0,3,46,0.766666667,3.766666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,0.05,84.25,Y,30.017,SUMMER,NA,1,Epinephelidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,EG,Red_hind,Grouper,2,A,0,8,0,0,0,19,53,0.883333333,19.88333333,Good,Medium,0,0,3,43,0.716666667,3.716666667,16.16666667,84.25,Y,30.017,SUMMER,NA,1,Epinephelidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,EG,Red_hind,Grouper,1,A,0,0,0?,0,0,16,38,0.633333333,16.63333333,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,12.56666667,83.73,N,83.73,FALL,NA,2,Epinephelidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,EG,Red_hind,Grouper,1,A,0,0,0?,0,0,14,3,0.05,14.05,Good,Medium,0,0,3,52,0.866666667,3.866666667,10.18333333,95,N,95,FALL,NA,2,Epinephelidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,EG,Red_hind,Grouper,2,A,0,6,1?,0,0,17,4,0.066666667,17.06666667,Good,Medium,0,0,3,52,0.866666667,3.866666667,13.2,95,N,95,FALL,NA,2,Epinephelidae,490
TAM43,1,1,NA,T,KarenRojas,EG,Red_hind,Grouper,1,A,0,6,1,0,0,13,39,0.65,13.65,Good,Medium,0,0,3,18,0.3,3.3,10.35,75.08,N,75.08,SUMMER,NA,3,Epinephelidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,EG,Red_hind,Grouper,1,A,0,6,1?,0,0,13,41,0.683333333,13.68333333,Good,Medium,0,0,3,19,0.316666667,3.316666667,10.36666667,75.08,N,75.08,FALL,NA,3,Epinephelidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,EG,Red_hind,Grouper,1,A,0,8,1,0,0,22,59,0.983333333,22.98333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,19.41666667,62.9,N,62,FALL,NA,3,Epinephelidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,EG,Red_hind,Grouper,1,A,0,8,1?,0,0,50,33,0.55,50.55,Good,Medium,0,0,3,40,0.666666667,3.666666667,46.88333333,88.5,N,88.5,FALL,NA,3,Epinephelidae,490
MAG08,76,0120210828.mp4,NA,M,ChristineNation,GG,Graysby,Grouper,1,A,0,8,1,0,0,19,10,0.166666667,19.16666667,Good,Medium,0,0,3,9,0.15,3.15,16.01666667,88.3,N,88.3,SUMMER,NA,2,Epinephelidae,428
MAG15,6,0120210725.mp4,NA,M,EvanLindo,GG,Graysby,Grouper,1,A,0,6,1,0,0,4,37,0.616666667,4.616666667,Good,Medium,0,0,4,15,0.25,4.25,0.366666667,72.75,N,72.75,SUMMER,NA,3,Epinephelidae,428
MAG15,6,0120210725.mp4,NA,M,EvanLindo,GG,Graysby,Grouper,2,A,0,6,1,0,0,6,30,0.5,6.5,Good,Medium,0,0,4,15,0.25,4.25,2.25,72.75,N,72.75,SUMMER,NA,3,Epinephelidae,428
MAG15,6,0120210725.mp4,NA,M,EvanLindo,GG,Graysby,Grouper,3,A,0,8,1,0,0,15,26,0.433333333,15.43333333,Good,Medium,0,0,4,15,0.25,4.25,11.18333333,72.75,N,72.75,SUMMER,NA,3,Epinephelidae,428
MAG15,6,0120210725.mp4,NA,M,EvanLindo,GG,Graysby,Grouper,4,A,0,8,0,1,60,10,6,0.1,70.1,Good,Medium,0,0,4,15,0.25,4.25,65.85,72.75,N,72.75,SUMMER,NA,3,Epinephelidae,428
MAG15,6,0120211023.mp4,NA,M,MadisonSandquist,GG,Graysby,Grouper,1,A,0,8,1,0,0,5,50,0.833333333,5.833333333,Good,Medium,0,0,4,15,0.25,4.25,1.583333333,76.42,N,76.42,FALL,NA,3,Epinephelidae,428
MAG15,6,0120211023.mp4,NA,M,MadisonSandquist,GG,Graysby,Grouper,2,A,0,8,1,0,0,38,36,0.6,38.6,Good,Medium,0,0,4,15,0.25,4.25,34.35,76.42,N,76.42,FALL,NA,3,Epinephelidae,428
MAG15,7,1,20211022.mp4,M,VictoriaLippert,GG,Graysby,Grouper,1,A,0,6,1,0,0,4,23,0.383333333,4.383333333,Fair,Medium,0,0,4,4,0.066666667,4.066666667,0.316666667,59.27,Y,0,FALL,NA,3,Epinephelidae,428
MAG17,65,0120211023.mp4,NA,M,MadisonSandquist,GG,Graysby,Grouper,1,A,0,8,0,0,0,22,4,0.066666667,22.06666667,Good,Medium,0,0,4,22,0.366666667,4.366666667,17.7,72.92,N,72.92,FALL,NA,1,Epinephelidae,428
MAG17,63,0120210724.mp4,NA,M,MelaniReyes,GG,Graysby,Grouper,1,A,0,6,0,0,0,20,19,0.316666667,20.31666667,Good,Medium,0,0,4,36,0.6,4.6,15.71666667,88.52,Y,25.483,SUMMER,NA,3,Epinephelidae,428
MAG17,63,0120210724.mp4,NA,M,MelaniReyes,GG,Graysby,Grouper,2,A,0,6,0,0,0,31,24,0.4,31.4,Good,Medium,0,0,4,36,0.6,4.6,26.8,88.52,Y,25.483,SUMMER,NA,3,Epinephelidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,GG,Graysby,Grouper,1,A,0,8,1,0,0,5,1,0.016666667,5.016666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,1.35,46.65,Y,12,FALL,NA,2,Epinephelidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,GG,Graysby,Grouper,2,A,0,8,1,0,0,7,1,0.016666667,7.016666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,3.35,46.65,Y,12,FALL,NA,2,Epinephelidae,428
MAG38,37,1,20211022.mp4,M,MadisonSandquist,GG,Graysby,Grouper,1,A,0,8,1?,0,0,48,44,0.733333333,48.73333333,Low,Medium,0,0,3,30,0.5,3.5,45.23333333,68.1,N,68.1,FALL,NA,1,Epinephelidae,428
MAG38,37,1,20211022.mp4,M,MadisonSandquist,GG,Graysby,Grouper,2,A,0,8,1?,0,0,48,51,0.85,48.85,Low,Medium,0,0,3,30,0.5,3.5,45.35,68.1,N,68.1,FALL,NA,1,Epinephelidae,428
MAG43,78,0120210828.mp4,NA,M,EvanLindo,GG,Graysby,Grouper,1,A,0,6,1,0,0,8,54,0.9,8.9,Good,Medium,0,0,3,43,0.716666667,3.716666667,5.183333333,89.97,N,89.97,SUMMER,NA,2,Epinephelidae,428
