Site,Plot,Timepoint,Date,Location,Commenter,Species,Common,Taxa,MaxN,Phase,Sex,Size,Universe,Hour,Hrinmin...15,Min...16,Sec...17,SecinM...18,Time(min),Visibility,Complexity,Hr,Hrinmin...23,Min...24,Sec...25,SecinM...26,ST,DifT,TL,Flipped,TBF,Season,Notes,Rating,Family,L
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,7,A,0,8,1,0,0,26,20,0.333333333,26.33333333,Good,Medium,0,0,5,0,0,5,21.33333333,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,8,A,0,8,1,0,0,27,38,0.633333333,27.63333333,Good,Medium,0,0,5,0,0,5,22.63333333,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,9,A,0,8,1,0,0,28,33,0.55,28.55,Good,Medium,0,0,5,0,0,5,23.55,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,8,A,0,8,1,0,0,32,33,0.55,32.55,Good,Medium,0,0,5,0,0,5,27.55,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,10,A,0,8,1,0,0,52,36,0.6,52.6,Good,Medium,0,0,5,0,0,5,47.6,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG10,7,1,20210828,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,6,1,0,0,11,3,0.05,11.05,Good,Medium,0,0,3,24,0.4,3.4,7.65,69.6,N,69.6,SUMMER,NA,1,Lutjanidae,428
MAG10,7,1,20210828,M,ChristineNation,OC,Yellowtail,Snapper,3,A,0,6,1,0,0,15,29,0.483333333,15.48333333,Good,Medium,0,0,3,24,0.4,3.4,12.08333333,69.6,N,69.6,SUMMER,NA,1,Lutjanidae,428
MAG12,42,0120210828.mp4,NA,M,KarenRojas,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,3,36,0.6,3.6,Good,Medium,0,0,3,23,0.383333333,3.383333333,0.216666667,88.52,N,88.52,SUMMER,NA,2,Lutjanidae,428
MAG12,42,0120210828.mp4,NA,M,KarenRojas,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,4,14,0.233333333,4.233333333,Good,Medium,0,0,3,23,0.383333333,3.383333333,0.85,88.52,N,88.52,SUMMER,NA,2,Lutjanidae,428
MAG12,42,0120210828.mp4,NA,M,KarenRojas,OC,Yellowtail,Snapper,3,A,0,6,0,0,0,5,14,0.233333333,5.233333333,Good,Medium,0,0,3,23,0.383333333,3.383333333,1.85,88.52,N,88.52,SUMMER,NA,2,Lutjanidae,428
MAG12,42,0120210828.mp4,NA,M,KarenRojas,OC,Yellowtail,Snapper,4,A,0,6,1,0,0,7,48,0.8,7.8,Good,Medium,0,0,3,23,0.383333333,3.383333333,4.416666667,88.52,N,88.52,SUMMER,NA,2,Lutjanidae,428
MAG12,42,0120210828.mp4,NA,M,KarenRojas,OC,Yellowtail,Snapper,5,A,0,6,1,0,0,12,6,0.1,12.1,Good,Medium,0,0,3,23,0.383333333,3.383333333,8.716666667,88.52,N,88.52,SUMMER,NA,2,Lutjanidae,428
MAG15,6,0120210725.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,1,A,0,8,0,0,0,8,36,0.6,8.6,Good,Medium,0,0,4,15,0.25,4.25,4.35,72.75,N,72.75,SUMMER,NA,3,Lutjanidae,428
MAG15,6,0120210725.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,2,A,0,8,0,0,0,47,51,0.85,47.85,Good,Medium,0,0,4,15,0.25,4.25,43.6,72.75,N,72.75,SUMMER,NA,3,Lutjanidae,428
MAG15,9,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,0,0,0,0,8,24,0.4,8.4,Good,Medium,0,0,3,25,0.416666667,3.416666667,4.983333333,72.37,N,72.37,SUMMER,NA,2,Lutjanidae,428
MAG15,9,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,12,31,0.516666667,12.51666667,Good,Medium,0,0,3,25,0.416666667,3.416666667,9.1,72.37,N,72.37,SUMMER,NA,2,Lutjanidae,428
MAG15,9,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,3,A,0,6,0,0,0,12,34,0.566666667,12.56666667,Good,Medium,0,0,3,25,0.416666667,3.416666667,9.15,72.37,N,72.37,SUMMER,NA,2,Lutjanidae,428
MAG15,9,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,5,A,0,6,0,0,0,13,15,0.25,13.25,Good,Medium,0,0,3,25,0.416666667,3.416666667,9.833333333,72.37,N,72.37,SUMMER,NA,2,Lutjanidae,428
MAG15,8,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,4,0,0,0,3,57,0.95,3.95,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.283333333,71.52,N,71.52,SUMMER,NA,2,Lutjanidae,428
MAG15,8,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,5,38,0.633333333,5.633333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,1.966666667,71.52,N,71.52,SUMMER,NA,2,Lutjanidae,428
MAG15,8,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,4,A,0,6,0,0,0,26,32,0.533333333,26.53333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,22.86666667,71.52,N,71.52,SUMMER,NA,2,Lutjanidae,428
MAG15,8,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,6,A,0,6,0,0,0,33,57,0.95,33.95,Good,Medium,0,0,3,40,0.666666667,3.666666667,30.28333333,71.52,N,71.52,SUMMER,NA,2,Lutjanidae,428
MAG15,7,1,20211022.mp4,M,VictoriaLippert,OC,Yellowtail,Snapper,1,A,0,0,0,0,0,11,27,0.45,11.45,Fair,Medium,0,0,4,4,0.066666667,4.066666667,7.383333333,59.27,Y,0,FALL,NA,3,Lutjanidae,428
MAG15,7,1,20211022.mp4,M,VictoriaLippert,OC,Yellowtail,Snapper,3,A,0,0,1,0,0,48,31,0.516666667,48.51666667,Fair,Medium,0,0,4,4,0.066666667,4.066666667,44.45,59.27,Y,0,FALL,NA,3,Lutjanidae,428
MAG17,65,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,5,13,0.216666667,5.216666667,Good,Medium,0,0,4,22,0.366666667,4.366666667,0.85,72.92,N,72.92,FALL,NA,1,Lutjanidae,428
MAG17,65,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,2,A,0,8,0,0,0,9,52,0.866666667,9.866666667,Good,Medium,0,0,4,22,0.366666667,4.366666667,5.5,72.92,N,72.92,FALL,NA,1,Lutjanidae,428
MAG17,65,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,3,A,0,6,0,0,0,26,3,0.05,26.05,Good,Medium,0,0,4,22,0.366666667,4.366666667,21.68333333,72.92,N,72.92,FALL,NA,1,Lutjanidae,428
MAG17,65,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,4,A,0,6,0,1,60,11,55,0.916666667,71.91666667,Good,Medium,0,0,4,22,0.366666667,4.366666667,67.55,72.92,N,72.92,FALL,NA,1,Lutjanidae,428
MAG17,63,0120210828.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,15,43,0.716666667,15.71666667,Good,Medium,0,0,4,8,0.133333333,4.133333333,11.58333333,88.52,Y,25.7,SUMMER,NA,3,Lutjanidae,428
MAG17,63,0120210828.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,26,52,0.866666667,26.86666667,Good,Medium,0,0,4,8,0.133333333,4.133333333,22.73333333,88.52,Y,25.7,SUMMER,NA,3,Lutjanidae,428
MAG17,63,0120210828.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,3,A,0,6,0,0,0,26,56,0.933333333,26.93333333,Good,Medium,0,0,4,8,0.133333333,4.133333333,22.8,88.52,Y,25.7,SUMMER,NA,3,Lutjanidae,428
MAG17,63,0120210828.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,6,A,0,6,1,0,0,30,54,0.9,30.9,Good,Medium,0,0,4,8,0.133333333,4.133333333,26.76666667,88.52,Y,25.7,SUMMER,NA,3,Lutjanidae,428
MAG17,63,0120210828.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,8,A,0,6,0,0,0,32,6,0.1,32.1,Good,Medium,0,0,4,8,0.133333333,4.133333333,27.96666667,88.52,Y,25.7,SUMMER,NA,3,Lutjanidae,428
MAG17,63,0120210828.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,11,A,0,8,0,0,0,32,9,0.15,32.15,Good,Medium,0,0,4,8,0.133333333,4.133333333,28.01666667,88.52,Y,25.7,SUMMER,NA,3,Lutjanidae,428
MAG17,62,0120211023.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,0,0,0,0,4,17,0.283333333,4.283333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,0.416666667,88.52,N,88.52,FALL,NA,2,Lutjanidae,428
MAG17,62,0120211023.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,3,A,0,0,0,0,0,19,25,0.416666667,19.41666667,Good,Medium,0,0,3,52,0.866666667,3.866666667,15.55,88.52,N,88.52,FALL,NA,2,Lutjanidae,428
MAG17,62,0120211023.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,5,A,0,6,1,0,0,22,53,0.883333333,22.88333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,19.01666667,88.52,N,88.52,FALL,NA,2,Lutjanidae,428
MAG17,63,0120210724.mp4,NA,M,MelaniReyes,OC,Yellowtail,Snapper,1,A,0,8,0,0,0,18,13,0.216666667,18.21666667,Good,Medium,0,0,4,36,0.6,4.6,13.61666667,88.52,Y,25.483,SUMMER,NA,3,Lutjanidae,428
MAG17,63,0120210724.mp4,NA,M,MelaniReyes,OC,Yellowtail,Snapper,2,A,0,8,1,0,0,22,20,0.333333333,22.33333333,Good,Medium,0,0,4,36,0.6,4.6,17.73333333,88.52,Y,25.483,SUMMER,NA,3,Lutjanidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,4,A,0,6,0,0,0,3,41,0.683333333,3.683333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.016666667,46.65,Y,12,FALL,NA,2,Lutjanidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,6,A,0,6,0,0,0,3,44,0.733333333,3.733333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.066666667,46.65,Y,12,FALL,NA,2,Lutjanidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,7,A,0,6,1,0,0,3,46,0.766666667,3.766666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.1,46.65,Y,12,FALL,NA,2,Lutjanidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,8,A,0,6,1,0,0,3,47,0.783333333,3.783333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.116666667,46.65,Y,12,FALL,NA,2,Lutjanidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,10,A,0,6,1,0,0,4,26,0.433333333,4.433333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.766666667,46.65,Y,12,FALL,NA,2,Lutjanidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,11,A,0,6,1,0,0,5,15,0.25,5.25,Good,Medium,0,0,3,40,0.666666667,3.666666667,1.583333333,46.65,Y,12,FALL,NA,2,Lutjanidae,428
MAG28,72,0120211023.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,17,A,0,6,1,0,0,7,49,0.816666667,7.816666667,Good,Medium,0,0,3,40,0.666666667,3.666666667,4.15,46.65,Y,12,FALL,NA,2,Lutjanidae,428
MAG28,69,1,20211023,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,4,0_,0,0,3,56,0.933333333,3.933333333,Good,Medium,0,0,3,32,0.533333333,3.533333333,0.4,1.5467,Flipped,1.5467,FALL,N/A,3,,428
MAG28,69,1,20211023,M,ChristineNation,OC,Yellowtail,Snapper,2,A,0,4,0_,0,0,5,7,0.116666667,5.116666667,Good,Medium,0,0,3,32,0.533333333,3.533333333,1.583333333,1.5467,Flipped,1.5467,FALL,N/A,3,,428
MAG28,69,1,20211023,M,ChristineNation,OC,Yellowtail,Snapper,4,A,0,4,0_,0,0,16,46,0.766666667,16.76666667,Good,Medium,0,0,3,32,0.533333333,3.533333333,13.23333333,1.5467,Flipped,1.5467,FALL,N/A,3,,428
MAG28,69,1,20211023,M,ChristineNation,OC,Yellowtail,Snapper,6,A,0,8,3_,0,0,44,41,0.683333333,44.68333333,Good,Medium,0,0,3,32,0.533333333,3.533333333,41.15,1.5467,Flipped,1.5467,FALL,N/A,3,,428
MAG28,69,1,20211023,M,ChristineNation,OC,Yellowtail,Snapper,7,A,0,6,3_,0,0,55,40,0.666666667,55.66666667,Good,Medium,0,0,3,32,0.533333333,3.533333333,52.13333333,1.5467,Flipped,1.5467,FALL,N/A,3,,428
MAG28,69,1,20211023,M,ChristineNation,OC,Yellowtail,Snapper,10,A,0,6,3,0,0,55,45,0.75,55.75,Good,Medium,0,0,3,32,0.533333333,3.533333333,52.21666667,1.5467,Flipped,1.5467,FALL,N/A,3,,428
MAG38,39,0120211024.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,0,0,0,0,21,7,0.116666667,21.11666667,Good,Medium,0,0,3,32,0.533333333,3.533333333,17.58333333,88.5,N,88.5,FALL,NA,3,Lutjanidae,428
MAG38,39,0120211024.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,27,11,0.183333333,27.18333333,Good,Medium,0,0,3,32,0.533333333,3.533333333,23.65,88.5,N,88.5,FALL,NA,3,Lutjanidae,428
MAG38,39,0120211024.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,4,A,0,6,0,0,0,49,40,0.666666667,49.66666667,Good,Medium,0,0,3,32,0.533333333,3.533333333,46.13333333,88.5,N,88.5,FALL,NA,3,Lutjanidae,428
MAG38,39,0120211024.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,5,A,0,8,1,1,60,10,31,0.516666667,70.51666667,Good,Medium,0,0,3,32,0.533333333,3.533333333,66.98333333,88.5,N,88.5,FALL,NA,3,Lutjanidae,428
MAG38,37,1,20211022.mp4,M,MadisonSandquist,OC,Yellowtail,Snapper,1,A,0,6,0?,0,0,3,30,0.5,3.5,Low,Medium,0,0,3,30,0.5,3.5,0,68.1,N,68.1,FALL,NA,1,Lutjanidae,428
MAG38,37,1,20211022.mp4,M,MadisonSandquist,OC,Yellowtail,Snapper,2,A,0,6,0?,0,0,13,3,0.05,13.05,Low,Medium,0,0,3,30,0.5,3.5,9.55,68.1,N,68.1,FALL,NA,1,Lutjanidae,428
MAG38,37,1,20211022.mp4,M,MadisonSandquist,OC,Yellowtail,Snapper,3,A,0,6,1?,0,0,44,45,0.75,44.75,Low,Medium,0,0,3,30,0.5,3.5,41.25,68.1,N,68.1,FALL,NA,1,Lutjanidae,428
MAG38,37,1,20211022.mp4,M,MadisonSandquist,OC,Yellowtail,Snapper,4,A,0,6,1?,0,0,58,29,0.483333333,58.48333333,Low,Medium,0,0,3,30,0.5,3.5,54.98333333,68.1,N,68.1,FALL,NA,1,Lutjanidae,428
MAG43,78,0120210828.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,10,21,0.35,10.35,Good,Medium,0,0,3,43,0.716666667,3.716666667,6.633333333,89.97,N,89.97,SUMMER,NA,2,Lutjanidae,428
MAG43,78,0120210828.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,18,38,0.633333333,18.63333333,Good,Medium,0,0,3,43,0.716666667,3.716666667,14.91666667,89.97,N,89.97,SUMMER,NA,2,Lutjanidae,428
MAG43,78,0120210828.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,3,A,0,8,0,0,0,49,50,0.833333333,49.83333333,Good,Medium,0,0,3,43,0.716666667,3.716666667,46.11666667,89.97,N,89.97,SUMMER,NA,2,Lutjanidae,428
MAG43,38,0120210829.mp4,NA,M,MadisonSandquist,OC,Yellowtail,Snapper,1,A,0,8,0,0,0,7,22,0.366666667,7.366666667,Good,Medium,0,0,3,36,0.6,3.6,3.766666667,83.97,N,83.97,SUMMER,NA,3,Lutjanidae,428
MAG43,81,1,20210828,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,41,28,0.466666667,41.46666667,Good,Medium,0,0,3,29,0.483333333,3.483333333,37.98333333,85.85,N,85.85,SUMMER,NA,2,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,3,30,0.5,3.5,Good,Medium,0,0,3,27,0.45,3.45,0.05,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,3,32,0.533333333,3.533333333,Good,Medium,0,0,3,27,0.45,3.45,0.083333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,3,A,0,6,0,0,0,4,41,0.683333333,4.683333333,Good,Medium,0,0,3,27,0.45,3.45,1.233333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,4,A,0,6,0,0,0,10,11,0.183333333,10.18333333,Good,Medium,0,0,3,27,0.45,3.45,6.733333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,5,A,0,6,0,0,0,10,14,0.233333333,10.23333333,Good,Medium,0,0,3,27,0.45,3.45,6.783333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,6,A,0,8,0,0,0,23,45,0.75,23.75,Good,Medium,0,0,3,27,0.45,3.45,20.3,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,3,30,0.5,3.5,Good,Medium,0,0,3,27,0.45,3.45,0.05,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,3,32,0.533333333,3.533333333,Good,Medium,0,0,3,27,0.45,3.45,0.083333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,3,A,0,6,0,0,0,4,41,0.683333333,4.683333333,Good,Medium,0,0,3,27,0.45,3.45,1.233333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,4,A,0,6,0,0,0,10,11,0.183333333,10.18333333,Good,Medium,0,0,3,27,0.45,3.45,6.733333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,5,A,0,6,0,0,0,10,14,0.233333333,10.23333333,Good,Medium,0,0,3,27,0.45,3.45,6.783333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,OC,Yellowtail,Snapper,6,A,0,8,0,0,0,23,45,0.75,23.75,Good,Medium,0,0,3,27,0.45,3.45,20.3,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,4,1,0120211023.mp4,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,6,0,0,0,6,22,0.366666667,6.366666667,Good,Medium,0,0,3,46,0.766666667,3.766666667,2.6,73.38,N,73.38,FALL,NA,1,Lutjanidae,428
MAG45,4,1,0120211023.mp4,M,ChristineNation,OC,Yellowtail,Snapper,2,A,0,8,1,0,0,6,39,0.65,6.65,Good,Medium,0,0,3,46,0.766666667,3.766666667,2.883333333,73.38,N,73.38,FALL,NA,1,Lutjanidae,428
MAG45,4,1,0120211023.mp4,M,ChristineNation,OC,Yellowtail,Snapper,3,A,0,8,1,0,0,9,19,0.316666667,9.316666667,Good,Medium,0,0,3,46,0.766666667,3.766666667,5.55,73.38,N,73.38,FALL,NA,1,Lutjanidae,428
MAG45,4,1,0120211023.mp4,M,ChristineNation,OC,Yellowtail,Snapper,4,A,0,8,0,0,0,18,25,0.416666667,18.41666667,Good,Medium,0,0,3,46,0.766666667,3.766666667,14.65,73.38,N,73.38,FALL,NA,1,Lutjanidae,428
MAG45,4,1,0120211023.mp4,M,ChristineNation,OC,Yellowtail,Snapper,6,A,0,8,1,0,0,20,17,0.283333333,20.28333333,Good,Medium,0,0,3,46,0.766666667,3.766666667,16.51666667,73.38,N,73.38,FALL,NA,1,Lutjanidae,428
MAG45,3,01.mp4,NA,M,LaurenPadron,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,3,33,0.55,3.55,Good,Medium,0,0,0,34,0.566666667,0.566666667,2.983333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,01.mp4,NA,M,LaurenPadron,OC,Yellowtail,Snapper,3,A,0,6,0,0,0,4,16,0.266666667,4.266666667,Good,Medium,0,0,0,34,0.566666667,0.566666667,3.7,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,01.mp4,NA,M,LaurenPadron,OC,Yellowtail,Snapper,4,A,0,8,0,0,0,9,27,0.45,9.45,Good,Medium,0,0,0,34,0.566666667,0.566666667,8.883333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,01.mp4,NA,M,LaurenPadron,OC,Yellowtail,Snapper,5,A,0,8,0,0,0,10,12,0.2,10.2,Good,Medium,0,0,0,34,0.566666667,0.566666667,9.633333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG74,24,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,2,A,0,6,0,0,0,4,2,0.033333333,4.033333333,Good,Medium,0,0,3,29,0.483333333,3.483333333,0.55,86.27,Y,36.33,SUMMER,NA,2,Lutjanidae,428
MAG74,24,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,6,1,0,0,21,7,0.116666667,21.11666667,Good,Medium,0,0,3,29,0.483333333,3.483333333,17.63333333,86.27,Y,36.33,SUMMER,NA,2,Lutjanidae,428
MAG74,24,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,3,A,0,6,0,0,0,21,8,0.133333333,21.13333333,Good,Medium,0,0,3,29,0.483333333,3.483333333,17.65,86.27,Y,36.33,SUMMER,NA,2,Lutjanidae,428
TAM04,76,0120210723.mp4,NA,T,NicolasRivas,OC,Yellowtail,Snapper,1,A,0,8,0,0,0,6,29,0.483333333,6.483333333,Limited,Medium,0,0,4,14,0.233333333,4.233333333,2.25,88.5,N,88.5,SUMMER,NA,3,Lutjanidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,2,A,0,6,1?,0,0,3,53,0.883333333,3.883333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,0.016666667,99.73,N,99.73,FALL,NA,3,Lutjanidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,3,A,0,6,3?,0,0,3,54,0.9,3.9,Good,Medium,0,0,3,52,0.866666667,3.866666667,0.033333333,99.73,N,99.73,FALL,NA,3,Lutjanidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,4,A,0,6,3?,0,0,5,17,0.283333333,5.283333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,1.416666667,99.73,N,99.73,FALL,NA,3,Lutjanidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,5,A,0,6,3?,0,0,5,19,0.316666667,5.316666667,Good,Medium,0,0,3,52,0.866666667,3.866666667,1.45,99.73,N,99.73,FALL,NA,3,Lutjanidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,6,A,0,6,1?,0,0,5,37,0.616666667,5.616666667,Good,Medium,0,0,3,52,0.866666667,3.866666667,1.75,99.73,N,99.73,FALL,NA,3,Lutjanidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,7,A,0,6,1?,0,0,5,45,0.75,5.75,Good,Medium,0,0,3,52,0.866666667,3.866666667,1.883333333,99.73,N,99.73,FALL,NA,3,Lutjanidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,OC,Yellowtail,Snapper,10,A,0,6,1?,0,0,17,16,0.266666667,17.26666667,Good,Medium,0,0,3,52,0.866666667,3.866666667,13.4,99.73,N,99.73,FALL,NA,3,Lutjanidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,OC,Yellowtail,Snapper,1,A,0,8,0,0,0,14,0,0,14,Medium,Medium,0,0,4,24,0.4,4.4,9.6,112.27,N,112.27,SUMMER,NA,2,Lutjanidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,OC,Yellowtail,Snapper,4,A,0,8,0,0,0,28,1,0.016666667,28.01666667,Medium,Medium,0,0,4,24,0.4,4.4,23.61666667,112.27,N,112.27,SUMMER,NA,2,Lutjanidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,OC,Yellowtail,Snapper,3,A,0,8,0,1,60,18,40,0.666666667,78.66666667,Medium,Medium,0,0,4,24,0.4,4.4,74.26666667,112.27,N,112.27,SUMMER,NA,2,Lutjanidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,OC,Yellowtail,Snapper,4,A,0,8,1,1,60,36,17,0.283333333,96.28333333,Medium,Medium,0,0,4,24,0.4,4.4,91.88333333,112.27,N,112.27,SUMMER,NA,2,Lutjanidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,OC,Yellowtail,Snapper,5,A,0,8,1,1,60,46,49,0.816666667,106.8166667,Medium,Medium,0,0,4,24,0.4,4.4,102.4166667,112.27,N,112.27,SUMMER,NA,2,Lutjanidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,OC,Yellowtail,Snapper,6,A,0,8,1,1,60,46,52,0.866666667,106.8666667,Medium,Medium,0,0,4,24,0.4,4.4,102.4666667,112.27,N,112.27,SUMMER,NA,2,Lutjanidae,490
TAM23,78,01.mp4,NA,T,MelaniReyes,OC,Yellowtail,Snapper,1,A,0,6,1,0,0,5,50,0.833333333,5.833333333,Good,Medium,0,0,3,19,0.316666667,3.316666667,2.516666667,99.67,N,99.67,SUMMER,NA,1,Lutjanidae,490
